연도,월,행정구역구분명,행정구역명,총 인구수,0~9세,10~19세,20~29세,30~39세,40~49세,50~59세,60~69세,70~79세,80~89세,90~99세,100세 이상,총 인구수 (남),0~9세 (남),10~19세 (남),20~29세 (남),30~39세 (남),40~49세 (남),50~59세 (남),60~69세 (남),70~79세 (남),80~89세 (남),90~99세 (남),100세 이상 (남),총 인구수 (여),0~9세 (여),10~19세 (여),20~29세 (여),30~39세 (여),40~49세 (여),50~59세 (여),60~69세 (여),70~79세 (여),80~89세 (여),90~99세 (여),100세 이상 (여)
2022,12,읍면동,경기도 구리시 수택1동,15452,706,1042,2235,2075,2156,2994,2589,1119,479,56,1,7695,375,562,1072,1132,1106,1446,1301,514,176,10,1,7757,331,480,1163,943,1050,1548,1288,605,303,46,0
2022,12,읍면동,경기도 구리시 수택2동,25102,1146,1889,3533,3108,3454,4862,4228,1900,871,108,3,12449,569,964,1838,1620,1796,2407,2124,799,303,28,1,12653,577,925,1695,1488,1658,2455,2104,1101,568,80,2
2022,12,읍면동,경기도 구리시 수택3동,21659,1276,2117,2927,2756,3616,4093,2801,1332,652,86,3,10942,681,1081,1537,1432,1805,2095,1448,588,250,24,1,10717,595,1036,1390,1324,1811,1998,1353,744,402,62,2
2022,12,읍면동,경기도 구리시 인창동,22940,1494,2284,3126,2895,3727,4260,3002,1409,685,58,0,11189,757,1185,1561,1468,1752,2095,1457,622,271,21,0,11751,737,1099,1565,1427,1975,2165,1545,787,414,37,0
2022,12,시군,경기도 군포시 ,266531,17362,24923,35389,37020,41409,46873,38013,15649,8518,1328,47,132304,8917,12893,18459,19541,20469,22873,18526,7181,3078,359,8,134227,8445,12030,16930,17479,20940,24000,19487,8468,5440,969,39
2022,12,읍면동,경기도 군포시 광정동,24114,1414,2492,3395,3062,3747,4374,3114,1348,986,177,5,11719,713,1301,1729,1582,1729,2209,1493,589,323,51,0,12395,701,1191,1666,1480,2018,2165,1621,759,663,126,5
2022,12,읍면동,경기도 군포시 군포1동,32959,1738,2463,5070,4616,4675,6285,5074,2010,889,131,8,17376,893,1281,2767,2659,2529,3297,2614,945,354,36,1,15583,845,1182,2303,1957,2146,2988,2460,1065,535,95,7
2022,12,읍면동,경기도 군포시 군포2동,43030,3070,4776,5691,5480,6980,7717,5940,2183,1027,156,10,21403,1565,2516,2982,2807,3386,3707,2971,1051,380,37,1,21627,1505,2260,2709,2673,3594,4010,2969,1132,647,119,9
2022,12,읍면동,경기도 군포시 궁내동,20196,1520,2911,2435,2011,3684,3721,2229,929,650,102,4,9911,815,1502,1305,988,1683,1834,1089,422,235,37,1,10285,705,1409,1130,1023,2001,1887,1140,507,415,65,3
2022,12,읍면동,경기도 군포시 금정동,19627,952,1250,3066,3001,2742,3629,3208,1175,525,73,6,10251,506,666,1600,1705,1506,1873,1601,592,185,15,2,9376,446,584,1466,1296,1236,1756,1607,583,340,58,4
2022,12,읍면동,경기도 군포시 대야동,9536,586,929,1061,1163,1489,1747,1505,688,308,57,3,4774,293,484,546,608,776,835,776,326,118,11,1,4762,293,445,515,555,713,912,729,362,190,46,2
2022,12,읍면동,경기도 군포시 산본1동,15498,538,737,2368,2258,1850,2735,2881,1371,665,94,1,7855,280,400,1294,1334,1021,1271,1387,626,223,19,0,7643,258,337,1074,924,829,1464,1494,745,442,75,1
2022,12,읍면동,경기도 군포시 산본2동,25951,1809,2620,3256,3255,4096,4517,3987,1498,772,138,3,12515,919,1303,1694,1603,1918,2101,1960,696,287,33,1,13436,890,1317,1562,1652,2178,2416,2027,802,485,105,2
2022,12,읍면동,경기도 군포시 송부동,20666,2415,2130,2169,3595,3826,2855,2383,887,351,53,2,10205,1229,1080,1060,1838,1950,1331,1121,448,133,15,0,10461,1186,1050,1109,1757,1876,1524,1262,439,218,38,2
2022,12,읍면동,경기도 군포시 수리동,15895,849,1412,1881,2073,2387,2838,2307,1184,839,124,1,7580,434,727,944,1061,1156,1360,1062,488,306,41,1,8315,415,685,937,1012,1231,1478,1245,696,533,83,0
2022,12,읍면동,경기도 군포시 오금동,20960,1540,1932,2541,3540,3428,3406,2653,1107,706,106,1,10156,776,1005,1291,1801,1639,1617,1229,480,281,37,0,10804,764,927,1250,1739,1789,1789,1424,627,425,69,1
2022,12,읍면동,경기도 군포시 재궁동,18099,931,1271,2456,2966,2505,3049,2732,1269,800,117,3,8559,494,628,1247,1555,1176,1438,1223,518,253,27,0,9540,437,643,1209,1411,1329,1611,1509,751,547,90,3
2022,12,시군,경기도 김포시 ,484194,49493,51597,50510,70516,93401,70383,55929,28069,12483,1770,43,241926,25322,26237,25910,34472,48163,35956,27400,13190,4839,426,11,242268,24171,25360,24600,36044,45238,34427,28529,14879,7644,1344,32
2022,12,읍면동,경기도 김포시 고촌읍,47900,6066,5074,4056,7727,9919,6129,5447,2414,909,155,4,23776,3161,2635,2001,3612,5068,3080,2578,1242,364,33,2,24124,2905,2439,2055,4115,4851,3049,2869,1172,545,122,2
2022,12,읍면동,경기도 김포시 구래동,45298,5865,4475,5775,9636,9401,4507,3350,1645,569,71,4,22527,2975,2184,2770,4882,4960,2261,1514,753,211,16,1,22771,2890,2291,3005,4754,4441,2246,1836,892,358,55,3
2022,12,읍면동,경기도 김포시 김포본동,59462,5242,6242,7172,7506,10191,10249,7406,3480,1749,219,6,29221,2667,3141,3813,3648,5002,4970,3672,1572,674,60,2,30241,2575,3101,3359,3858,5189,5279,3734,1908,1075,159,4
2022,12,읍면동,경기도 김포시 대곶면,9958,319,484,847,868,1228,2143,2272,1093,601,100,3,5806,164,266,514,544,778,1359,1345,558,250,26,2,4152,155,218,333,324,450,784,927,535,351,74,1
2022,12,읍면동,경기도 김포시 마산동,35939,5175,3543,2816,6972,7743,3779,3241,1916,659,92,3,17783,2667,1751,1368,3416,4176,1847,1409,875,251,23,0,18156,2508,1792,1448,3556,3567,1932,1832,1041,408,69,3
2022,12,읍면동,경기도 김포시 사우동,22007,1310,2023,2816,2698,3554,4087,3096,1571,753,96,3,11024,700,1058,1503,1415,1803,2007,1540,694,281,23,0,10983,610,965,1313,1283,1751,2080,1556,877,472,73,3
2022,12,읍면동,경기도 김포시 양촌읍,29627,2070,2598,2977,3872,4893,4931,4751,2271,1105,156,3,15560,1065,1350,1626,2079,2745,2691,2468,1098,404,33,1,14067,1005,1248,1351,1793,2148,2240,2283,1173,701,123,2
2022,12,읍면동,경기도 김포시 운양동,49204,6566,5893,4266,7637,11438,6153,4218,2096,818,119,0,24010,3349,3023,2061,3389,5859,3073,1922,966,337,31,0,25194,3217,2870,2205,4248,5579,3080,2296,1130,481,88,0
2022,12,읍면동,경기도 김포시 월곶면,5374,118,224,435,414,556,1061,1382,726,373,83,2,2952,56,103,258,247,343,617,767,385,161,15,0,2422,62,121,177,167,213,444,615,341,212,68,2
2022,12,읍면동,경기도 김포시 장기동,41226,4880,5465,3865,5795,9326,5355,3649,1970,815,106,0,20121,2445,2693,1956,2699,4718,2738,1662,877,310,23,0,21105,2435,2772,1909,3096,4608,2617,1987,1093,505,83,0
2022,12,읍면동,경기도 김포시 장기본동,38858,4132,5799,3871,4800,8523,5478,3458,1918,776,101,2,18938,2083,2952,1942,2215,4146,2787,1584,901,299,28,1,19920,2049,2847,1929,2585,4377,2691,1874,1017,477,73,1
2022,12,읍면동,경기도 김포시 통진읍,30563,1752,2426,3562,3489,4438,5706,5290,2424,1288,184,4,16265,889,1304,2095,1965,2454,3123,2800,1118,476,41,0,14298,863,1122,1467,1524,1984,2583,2490,1306,812,143,4
2022,12,읍면동,경기도 김포시 풍무동,60675,5752,6932,7347,8437,11353,9250,6423,3503,1488,185,5,29524,2986,3525,3564,3980,5596,4521,3058,1645,601,47,1,31151,2766,3407,3783,4457,5757,4729,3365,1858,887,138,4
2022,12,읍면동,경기도 김포시 하성면,8103,246,419,705,665,838,1555,1946,1042,580,103,4,4419,115,252,439,381,515,882,1081,506,220,27,1,3684,131,167,266,284,323,673,865,536,360,76,3
2022,12,시군,경기도 남양주시 ,737366,59695,79526,84275,88791,132019,124584,94511,48306,22482,3054,123,366323,30684,40924,43777,44066,65746,63342,46237,22117,8712,696,22,371043,29011,38602,40498,44725,66273,61242,48274,26189,13770,2358,101
2022,12,읍면동,경기도 남양주시 금곡동,17844,535,999,2118,1940,2012,3576,3849,1723,948,135,9,9140,264,524,1186,1116,1075,1805,1967,819,357,27,0,8704,271,475,932,824,937,1771,1882,904,591,108,9
2022,12,읍면동,경기도 남양주시 다산1동,99765,12838,10690,10714,16661,20009,12608,9299,4774,1914,250,8,48904,6572,5413,5150,7848,10294,6262,4319,2265,739,40,2,50861,6266,5277,5564,8813,9715,6346,4980,2509,1175,210,6
2022,12,읍면동,경기도 남양주시 다산2동,35472,4066,4108,3622,4477,7616,5497,3730,1606,646,102,2,17327,2059,2105,1876,2021,3771,2743,1744,749,236,23,0,18145,2007,2003,1746,2456,3845,2754,1986,857,410,79,2
2022,12,읍면동,경기도 남양주시 별내동,79697,7838,7530,9306,12626,14463,11869,9695,4341,1738,275,16,38715,3964,3776,4532,6178,7187,5675,4643,2066,637,53,4,40982,3874,3754,4774,6448,7276,6194,5052,2275,1101,222,12
2022,12,읍면동,경기도 남양주시 별내면,19014,954,1804,2323,1676,2908,3679,2949,1660,933,123,5,9527,491,962,1197,871,1489,1896,1446,742,396,36,1,9487,463,842,1126,805,1419,1783,1503,918,537,87,4
2022,12,읍면동,경기도 남양주시 수동면,8952,281,608,756,719,962,1738,2032,1152,549,148,7,4708,149,348,453,404,523,965,1035,576,225,28,2,4244,132,260,303,315,439,773,997,576,324,120,5
2022,12,읍면동,경기도 남양주시 양정동,3773,120,136,417,424,371,730,936,415,205,18,1,2178,58,69,262,257,237,429,567,209,82,8,0,1595,62,67,155,167,134,301,369,206,123,10,1
2022,12,읍면동,경기도 남양주시 오남읍,52614,3158,6156,6649,5105,9268,10268,6412,3539,1819,236,4,26379,1631,3196,3517,2620,4584,5392,3177,1528,679,54,1,26235,1527,2960,3132,2485,4684,4876,3235,2011,1140,182,3
2022,12,읍면동,경기도 남양주시 와부읍,58222,3166,6875,7086,5284,9704,10965,7923,4690,2211,304,14,28654,1639,3504,3773,2667,4527,5501,3851,2180,927,82,3,29568,1527,3371,3313,2617,5177,5464,4072,2510,1284,222,11
2022,12,읍면동,경기도 남양주시 조안면,3989,153,239,360,355,491,737,896,488,238,31,1,2068,84,120,193,193,259,387,474,249,103,6,0,1921,69,119,167,162,232,350,422,239,135,25,1
2022,12,읍면동,경기도 남양주시 진건읍,22432,787,1624,2778,2206,2847,4691,4330,1987,1051,124,7,11659,440,854,1547,1224,1513,2472,2273,918,396,21,1,10773,347,770,1231,982,1334,2219,2057,1069,655,103,6
2022,12,읍면동,경기도 남양주시 진접읍,96064,7175,11632,10845,10072,17258,16628,12624,6399,3058,355,18,48371,3711,6044,5770,5093,8561,8740,6293,2911,1152,94,2,47693,3464,5588,5075,4979,8697,7888,6331,3488,1906,261,16
2022,12,읍면동,경기도 남양주시 퇴계원읍,28208,1374,2385,3585,3140,3907,5363,4949,2299,1085,119,2,14029,686,1229,1905,1677,1977,2590,2432,1100,409,23,1,14179,688,1156,1680,1463,1930,2773,2517,1199,676,96,1
2022,12,읍면동,경기도 남양주시 평내동,37683,2988,4865,4641,4488,7147,6509,3889,2019,999,132,6,18535,1542,2488,2364,2243,3455,3271,1859,915,365,33,0,19148,1446,2377,2277,2245,3692,3238,2030,1104,634,99,6
2022,12,읍면동,경기도 남양주시 호평동,56678,5424,7135,6077,6731,11610,9070,5713,3291,1423,195,9,27652,2833,3624,3217,3171,5594,4548,2659,1385,571,48,2,29026,2591,3511,2860,3560,6016,4522,3054,1906,852,147,7
2022,12,읍면동,경기도 남양주시 화도읍,65960,4327,6929,7725,6899,11868,12011,8924,4764,2219,286,8,32891,2203,3621,4045,3532,5952,6163,4359,2082,858,75,1,33069,2124,3308,3680,3367,5916,5848,4565,2682,1361,211,7
2022,12,읍면동,경기도 남양주시 화도읍남부출장소,36612,3103,4386,3868,4109,7007,6320,4368,2284,1040,124,3,18365,1634,2316,2032,2024,3427,3327,2161,999,418,27,0,18247,1469,2070,1836,2085,3580,2993,2207,1285,622,97,3
2022,12,읍면동,경기도 남양주시 화도읍동부출장소,14387,1408,1425,1405,1879,2571,2325,1993,875,406,97,3,7221,724,731,758,927,1321,1176,978,424,162,18,2,7166,684,694,647,952,1250,1149,1015,451,244,79,1
2022,12,시군,경기도 동두천시 ,91735,5347,8239,10485,9509,13202,16290,14518,8466,5051,612,16,45737,2746,4153,5654,5024,6769,8588,7191,3618,1825,166,3,45998,2601,4086,4831,4485,6433,7702,7327,4848,3226,446,13
2022,12,읍면동,경기도 동두천시 보산동,2899,122,195,318,266,346,541,557,335,201,18,0,1411,57,92,175,143,176,282,273,141,68,4,0,1488,65,103,143,123,170,259,284,194,133,14,0
2022,12,읍면동,경기도 동두천시 불현동,26231,1556,2476,3132,2659,3831,4827,4062,2249,1276,160,3,12852,804,1219,1675,1364,1896,2432,2020,952,447,43,0,13379,752,1257,1457,1295,1935,2395,2042,1297,829,117,3
2022,12,읍면동,경기도 동두천시 상패동,5180,252,250,525,592,588,918,1038,580,383,52,2,2782,140,126,289,351,342,550,558,270,142,14,0,2398,112,124,236,241,246,368,480,310,241,38,2
2022,12,읍면동,경기도 동두천시 생연1동,6720,418,535,738,705,810,1195,1234,633,409,43,0,3391,224,262,418,386,427,616,619,276,147,16,0,3329,194,273,320,319,383,579,615,357,262,27,0
2022,12,읍면동,경기도 동두천시 생연2동,11570,679,1218,1179,1098,1723,1976,1783,1154,685,74,1,5650,337,635,642,546,865,1048,818,474,262,22,1,5920,342,583,537,552,858,928,965,680,423,52,0
2022,12,읍면동,경기도 동두천시 소요동,8879,389,525,868,801,1144,1590,1759,1093,630,76,4,4629,199,276,499,439,650,887,915,513,233,18,0,4250,190,249,369,362,494,703,844,580,397,58,4
2022,12,읍면동,경기도 동두천시 송내동,25522,1781,2866,3312,2972,4262,4325,2969,1832,1075,126,2,12559,904,1447,1739,1553,2121,2235,1394,728,406,31,1,12963,877,1419,1573,1419,2141,2090,1575,1104,669,95,1
2022,12,읍면동,경기도 동두천시 중앙동,4734,150,174,413,416,498,918,1116,590,392,63,4,2463,81,96,217,242,292,538,594,264,120,18,1,2271,69,78,196,174,206,380,522,326,272,45,3
2022,12,시군,경기도 부천시 ,791263,49108,66556,105028,108931,122303,141197,122640,49778,22292,3314,116,391769,25240,34085,54162,56209,61822,68408,59946,23364,7784,720,29,399494,23868,32471,50866,52722,60481,72789,62694,26414,14508,2594,87
2022,12,읍면동,경기도 부천시 대산동,78938,4086,5979,10326,10641,11606,13974,13230,6058,2661,362,15,38969,2081,3093,5353,5668,5968,6677,6244,2799,999,82,5,39969,2005,2886,4973,4973,5638,7297,6986,3259,1662,280,10
2022,12,읍면동,경기도 부천시 범안동,93256,8129,9601,10034,12554,17396,14305,12706,5612,2485,414,20,45679,4224,4834,5196,6106,8769,6881,6005,2680,881,96,7,47577,3905,4767,4838,6448,8627,7424,6701,2932,1604,318,13
2022,12,읍면동,경기도 부천시 부천동,87867,4754,6851,11800,11621,13080,15935,14356,6331,2783,331,25,43830,2400,3568,6195,6016,6791,7868,6948,2938,1018,80,8,44037,2354,3283,5605,5605,6289,8067,7408,3393,1765,251,17
2022,12,읍면동,경기도 부천시 상동,83767,6901,9423,11071,11842,14360,15032,10229,3178,1475,249,7,41113,3544,4805,5648,5743,6791,7191,5278,1560,487,64,2,42654,3357,4618,5423,6099,7569,7841,4951,1618,988,185,5
2022,12,읍면동,경기도 부천시 성곡동,80493,3657,6307,11360,9322,11309,16291,13551,5507,2793,387,9,40226,1849,3265,6040,4987,5776,8131,6732,2434,928,83,1,40267,1808,3042,5320,4335,5533,8160,6819,3073,1865,304,8
2022,12,읍면동,경기도 부천시 소사본동,55067,3466,3964,6870,7777,7510,9486,9709,4275,1741,260,9,27110,1816,2023,3588,4079,3756,4414,4686,2032,655,57,4,27957,1650,1941,3282,3698,3754,5072,5023,2243,1086,203,5
2022,12,읍면동,경기도 부천시 신중동,128968,8999,10785,17449,20788,20326,21758,18962,6469,2902,514,16,62169,4578,5439,8512,10320,9830,9981,9321,3118,968,101,1,66799,4421,5346,8937,10468,10496,11777,9641,3351,1934,413,15
2022,12,읍면동,경기도 부천시 심곡동,61932,2666,3600,9329,8981,9053,11155,10200,4754,1922,265,7,31551,1411,1826,4718,4997,5006,5730,4895,2229,701,38,0,30381,1255,1774,4611,3984,4047,5425,5305,2525,1221,227,7
2022,12,읍면동,경기도 부천시 오정동,80790,4146,6350,11379,10308,11677,16025,13194,5046,2349,313,3,41324,2154,3345,6099,5682,6180,8082,6648,2333,736,64,1,39466,1992,3005,5280,4626,5497,7943,6546,2713,1613,249,2
2022,12,읍면동,경기도 부천시 중동,40185,2304,3696,5410,5097,5986,7236,6503,2548,1181,219,5,19798,1183,1887,2813,2611,2955,3453,3189,1241,411,55,0,20387,1121,1809,2597,2486,3031,3783,3314,1307,770,164,5
2022,12,시군,경기도 성남시 ,920362,62365,84645,121313,132956,149935,154207,123045,59535,27976,4252,133,455768,31801,43386,62282,68062,73881,77076,60146,27178,10854,1066,36,464594,30564,41259,59031,64894,76054,77131,62899,32357,17122,3186,97
2022,12,구,경기도 성남시 분당구 ,482026,36657,52980,61529,68392,84075,79542,55375,26575,14232,2589,80,233736,18783,27109,30995,33247,39246,38874,26922,12094,5718,724,24,248290,17874,25871,30534,35145,44829,40668,28453,14481,8514,1865,56
2022,12,읍면동,경기도 성남시 분당구 구미1동,16832,1147,1475,2431,2654,2699,2830,1983,974,532,102,5,8151,591,713,1219,1328,1283,1368,959,428,227,34,1,8681,556,762,1212,1326,1416,1462,1024,546,305,68,4
2022,12,읍면동,경기도 성남시 분당구 구미동,30178,1974,2483,3967,4421,4587,5029,3969,2152,1317,270,9,14335,954,1296,1962,2176,2105,2381,1915,948,512,85,1,15843,1020,1187,2005,2245,2482,2648,2054,1204,805,185,8
2022,12,읍면동,경기도 성남시 분당구 금곡동,27438,1737,2173,3496,4320,4151,4486,3698,2017,1137,220,3,12906,909,1075,1681,2072,1946,2100,1742,881,427,73,0,14532,828,1098,1815,2248,2205,2386,1956,1136,710,147,3
2022,12,읍면동,경기도 성남시 분당구 백현동,26963,2227,3075,3635,3379,4485,4961,3273,1308,524,95,1,12996,1143,1615,1809,1568,2110,2326,1594,606,198,27,0,13967,1084,1460,1826,1811,2375,2635,1679,702,326,68,1
2022,12,읍면동,경기도 성남시 분당구 분당동,25328,1719,2807,3421,3446,4149,4261,3129,1469,787,135,5,12424,860,1466,1772,1773,1936,2052,1503,687,338,36,1,12904,859,1341,1649,1673,2213,2209,1626,782,449,99,4
2022,12,읍면동,경기도 성남시 분당구 삼평동,24271,2298,2924,2954,3302,4534,4049,2602,1048,478,79,3,11765,1183,1481,1483,1502,2173,2001,1242,497,187,15,1,12506,1115,1443,1471,1800,2361,2048,1360,551,291,64,2
2022,12,읍면동,경기도 성남시 분당구 서현1동,31318,2120,4208,4170,4142,5803,5195,3032,1515,952,177,4,15192,1108,2131,2066,2040,2660,2585,1480,679,388,54,1,16126,1012,2077,2104,2102,3143,2610,1552,836,564,123,3
2022,12,읍면동,경기도 성남시 분당구 서현2동,17953,1249,2137,2497,2279,2969,3238,2169,847,474,93,1,8878,650,1119,1331,1157,1370,1551,1085,401,192,22,0,9075,599,1018,1166,1122,1599,1687,1084,446,282,71,1
2022,12,읍면동,경기도 성남시 분당구 수내1동,17887,1133,2215,2336,2317,3555,3058,1509,912,714,135,3,8469,572,1143,1120,1082,1566,1558,738,377,269,44,0,9418,561,1072,1216,1235,1989,1500,771,535,445,91,3
2022,12,읍면동,경기도 성남시 분당구 수내2동,10424,1014,2022,923,759,2508,1610,786,464,287,49,2,5088,496,1026,500,312,1128,895,384,214,121,10,2,5336,518,996,423,447,1380,715,402,250,166,39,0
2022,12,읍면동,경기도 성남시 분당구 수내3동,13583,841,2362,1790,1391,2924,2265,1207,513,257,32,1,6792,450,1219,949,725,1332,1176,600,233,104,4,0,6791,391,1143,841,666,1592,1089,607,280,153,28,1
2022,12,읍면동,경기도 성남시 분당구 야탑1동,17069,1177,1235,2483,2683,2608,2630,2357,1275,525,91,5,8437,576,648,1283,1367,1292,1268,1158,588,226,29,2,8632,601,587,1200,1316,1316,1362,1199,687,299,62,3
2022,12,읍면동,경기도 성남시 분당구 야탑2동,16083,1133,1695,1846,1957,2627,2477,2351,1241,648,104,4,7642,581,833,908,931,1191,1174,1146,580,263,34,1,8441,552,862,938,1026,1436,1303,1205,661,385,70,3
2022,12,읍면동,경기도 성남시 분당구 야탑3동,27554,1900,1868,3610,4987,4005,4226,4123,1802,880,146,7,13579,1003,919,1910,2672,2029,1975,1939,806,304,21,1,13975,897,949,1700,2315,1976,2251,2184,996,576,125,6
2022,12,읍면동,경기도 성남시 분당구 운중동,33250,3830,3609,3415,5108,6368,5392,3644,1278,507,97,2,16270,1988,1824,1741,2276,3101,2673,1828,623,196,20,0,16980,1842,1785,1674,2832,3267,2719,1816,655,311,77,2
2022,12,읍면동,경기도 성남시 분당구 이매1동,25018,2025,3006,3077,3361,4244,4260,2835,1378,673,154,5,12249,1055,1521,1609,1667,1931,2104,1377,650,294,38,3,12769,970,1485,1468,1694,2313,2156,1458,728,379,116,2
2022,12,읍면동,경기도 성남시 분당구 이매2동,13202,888,1711,1665,1307,2130,2403,1763,821,425,87,2,6413,449,901,833,607,934,1184,898,391,188,27,1,6789,439,810,832,700,1196,1219,865,430,237,60,1
2022,12,읍면동,경기도 성남시 분당구 정자1동,30111,1767,3269,4404,4756,5577,4918,2687,1608,982,136,7,14204,875,1629,1981,2222,2491,2414,1322,738,475,52,5,15907,892,1640,2423,2534,3086,2504,1365,870,507,84,2
2022,12,읍면동,경기도 성남시 분당구 정자2동,14953,797,1229,1796,2772,2383,2309,1851,1019,679,116,2,7068,437,670,887,1383,1091,1112,870,401,195,22,0,7885,360,559,909,1389,1292,1197,981,618,484,94,2
2022,12,읍면동,경기도 성남시 분당구 정자3동,16994,1479,1964,2079,2406,3131,2782,1620,833,572,125,3,8228,745,1008,1071,1163,1466,1378,777,343,232,42,3,8766,734,956,1008,1243,1665,1404,843,490,340,83,0
2022,12,읍면동,경기도 성남시 분당구 정자동,19083,1268,1794,2907,3263,3058,2907,2223,1103,481,77,2,9580,648,928,1544,1733,1473,1419,1065,533,220,17,0,9503,620,866,1363,1530,1585,1488,1158,570,261,60,2
2022,12,읍면동,경기도 성남시 분당구 판교동,26534,2934,3719,2627,3382,5580,4256,2564,998,401,69,4,13070,1510,1944,1336,1491,2638,2180,1300,490,162,18,1,13464,1424,1775,1291,1891,2942,2076,1264,508,239,51,3
2022,12,구,경기도 성남시 수정구 ,232125,13988,16520,31927,34116,35334,39245,35358,17493,7260,857,27,117720,7091,8465,16841,18313,18596,20238,17357,7930,2698,186,5,114405,6897,8055,15086,15803,16738,19007,18001,9563,4562,671,22
2022,12,읍면동,경기도 성남시 수정구 고등동,10696,1223,665,1242,2496,1519,1462,1208,626,223,30,2,5296,632,340,597,1256,803,708,585,309,63,3,0,5400,591,325,645,1240,716,754,623,317,160,27,2
2022,12,읍면동,경기도 성남시 수정구 단대동,15249,897,1246,1940,2112,2296,2568,2340,1239,549,60,2,7481,446,657,999,1095,1181,1252,1104,527,204,16,0,7768,451,589,941,1017,1115,1316,1236,712,345,44,2
2022,12,읍면동,경기도 성남시 수정구 복정동,10816,628,438,2212,2334,1941,1445,1107,506,164,41,0,6064,324,243,1220,1407,1173,813,556,253,68,7,0,4752,304,195,992,927,768,632,551,253,96,34,0
2022,12,읍면동,경기도 성남시 수정구 산성동,5002,260,455,623,569,789,857,775,455,201,18,0,2537,143,238,345,311,417,430,369,197,84,3,0,2465,117,217,278,258,372,427,406,258,117,15,0
2022,12,읍면동,경기도 성남시 수정구 수진1동,12068,301,574,1592,1458,1535,2412,2419,1224,495,57,1,6333,154,303,872,869,871,1333,1207,545,165,14,0,5735,147,271,720,589,664,1079,1212,679,330,43,1
2022,12,읍면동,경기도 성남시 수정구 수진2동,15596,605,1004,2167,1979,2163,2686,2804,1527,606,53,2,7905,295,526,1155,1095,1118,1368,1368,698,270,11,1,7691,310,478,1012,884,1045,1318,1436,829,336,42,1
2022,12,읍면동,경기도 성남시 수정구 시흥동,3352,151,142,624,645,450,427,513,272,116,11,1,1764,81,77,333,361,243,232,257,133,44,3,0,1588,70,65,291,284,207,195,256,139,72,8,1
2022,12,읍면동,경기도 성남시 수정구 신촌동,4639,498,439,728,870,707,584,500,213,87,13,0,2485,244,248,472,462,378,296,246,99,35,5,0,2154,254,191,256,408,329,288,254,114,52,8,0
2022,12,읍면동,경기도 성남시 수정구 신흥1동,13224,413,667,1841,1829,1927,2454,2406,1161,474,51,1,6964,211,360,955,1082,1128,1374,1193,489,160,12,0,6260,202,307,886,747,799,1080,1213,672,314,39,1
2022,12,읍면동,경기도 성남시 수정구 신흥2동,19918,1709,1560,2343,3160,3074,3309,2995,1287,416,62,3,9677,849,777,1184,1589,1493,1561,1421,629,158,15,1,10241,860,783,1159,1571,1581,1748,1574,658,258,47,2
2022,12,읍면동,경기도 성남시 수정구 신흥3동,11215,378,590,1591,1519,1622,2140,1954,997,373,51,0,5969,176,323,847,875,913,1211,1012,455,146,11,0,5246,202,267,744,644,709,929,942,542,227,40,0
2022,12,읍면동,경기도 성남시 수정구 양지동,9738,440,876,1330,1024,1511,1812,1475,865,369,33,3,4817,232,432,685,551,758,934,700,378,138,8,1,4921,208,444,645,473,753,878,775,487,231,25,2
2022,12,읍면동,경기도 성남시 수정구 위례동,44480,4338,4343,4941,6650,8139,7047,5725,2219,930,146,2,21738,2232,2132,2466,3136,4050,3445,2836,1072,335,33,1,22742,2106,2211,2475,3514,4089,3602,2889,1147,595,113,1
2022,12,읍면동,경기도 성남시 수정구 태평1동,15124,450,659,2705,2158,1909,2577,2540,1426,641,55,4,7844,228,357,1435,1246,1072,1367,1261,615,252,11,0,7280,222,302,1270,912,837,1210,1279,811,389,44,4
2022,12,읍면동,경기도 성남시 수정구 태평2동,15068,635,994,2283,2088,2060,2718,2336,1271,605,76,2,7568,308,517,1204,1169,1074,1395,1126,559,203,13,0,7500,327,477,1079,919,986,1323,1210,712,402,63,2
2022,12,읍면동,경기도 성남시 수정구 태평3동,13067,498,856,1787,1668,1790,2443,2308,1161,501,54,1,6726,254,413,1011,941,941,1313,1149,518,172,13,1,6341,244,443,776,727,849,1130,1159,643,329,41,0
2022,12,읍면동,경기도 성남시 수정구 태평4동,12873,564,1012,1978,1557,1902,2304,1953,1044,510,46,3,6552,282,522,1061,868,983,1206,967,454,201,8,0,6321,282,490,917,689,919,1098,986,590,309,38,3
2022,12,구,경기도 성남시 중원구 ,206211,11720,15145,27857,30448,30526,35420,32312,15467,6484,806,26,104312,5927,7812,14446,16502,16039,17964,15867,7154,2438,156,7,101899,5793,7333,13411,13946,14487,17456,16445,8313,4046,650,19
2022,12,읍면동,경기도 성남시 중원구 금광1동,6586,375,419,793,1128,935,1105,1130,496,186,19,0,3406,186,228,413,607,528,557,573,224,83,7,0,3180,189,191,380,521,407,548,557,272,103,12,0
2022,12,읍면동,경기도 성남시 중원구 금광2동,25583,1332,1822,3631,3726,3795,4293,4090,1975,823,91,5,12599,666,908,1775,1964,1910,2157,1939,937,323,19,1,12984,666,914,1856,1762,1885,2136,2151,1038,500,72,4
2022,12,읍면동,경기도 성남시 중원구 도촌동,27026,2455,2777,3068,3858,4864,4227,3445,1578,642,111,1,13079,1267,1419,1566,1858,2367,2007,1583,753,236,23,0,13947,1188,1358,1502,2000,2497,2220,1862,825,406,88,1
