연도,월,행정구역구분명,행정구역명,총 인구수,0~9세,10~19세,20~29세,30~39세,40~49세,50~59세,60~69세,70~79세,80~89세,90~99세,100세 이상,총 인구수 (남),0~9세 (남),10~19세 (남),20~29세 (남),30~39세 (남),40~49세 (남),50~59세 (남),60~69세 (남),70~79세 (남),80~89세 (남),90~99세 (남),100세 이상 (남),총 인구수 (여),0~9세 (여),10~19세 (여),20~29세 (여),30~39세 (여),40~49세 (여),50~59세 (여),60~69세 (여),70~79세 (여),80~89세 (여),90~99세 (여),100세 이상 (여)
2022,12,읍면동,경기도 성남시 중원구 상대원1동,25114,1413,1709,3114,3878,3708,4436,4145,1845,768,94,4,13033,707,891,1704,2176,2059,2290,2051,852,286,16,1,12081,706,818,1410,1702,1649,2146,2094,993,482,78,3
2022,12,읍면동,경기도 성남시 중원구 상대원2동,6789,248,466,793,768,876,1426,1289,604,278,37,4,3566,127,225,443,422,495,804,659,288,97,4,2,3223,121,241,350,346,381,622,630,316,181,33,2
2022,12,읍면동,경기도 성남시 중원구 상대원3동,12340,470,826,1577,1584,1638,2378,2317,1102,401,45,2,6431,231,436,847,911,898,1250,1188,534,131,5,0,5909,239,390,730,673,740,1128,1129,568,270,40,2
2022,12,읍면동,경기도 성남시 중원구 성남동,33438,1343,1824,5486,5837,4623,5363,5004,2614,1187,151,6,17435,671,925,2821,3386,2584,2825,2496,1222,467,36,2,16003,672,899,2665,2451,2039,2538,2508,1392,720,115,4
2022,12,읍면동,경기도 성남시 중원구 은행1동,10114,520,916,1734,1351,1431,1708,1375,737,315,27,0,4985,288,457,847,728,702,843,664,334,117,5,0,5129,232,459,887,623,729,865,711,403,198,22,0
2022,12,읍면동,경기도 성남시 중원구 은행2동,23282,1048,1721,3303,2979,3252,4259,3714,2008,895,103,0,11514,538,904,1724,1630,1660,2108,1765,837,328,20,0,11768,510,817,1579,1349,1592,2151,1949,1171,567,83,0
2022,12,읍면동,경기도 성남시 중원구 중앙동,15856,1333,1033,1650,2602,2614,2621,2359,1151,442,49,2,8146,673,540,858,1370,1409,1389,1187,528,182,9,1,7710,660,493,792,1232,1205,1232,1172,623,260,40,1
2022,12,읍면동,경기도 성남시 중원구 하대원동,20083,1183,1632,2708,2737,2790,3604,3444,1357,547,79,2,10118,573,879,1448,1450,1427,1734,1762,645,188,12,0,9965,610,753,1260,1287,1363,1870,1682,712,359,67,2
2022,12,읍면동,경기도 송탄출장소 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,12,시군,경기도 수원시 ,1190964,86779,115211,179883,180641,198275,198875,138467,59744,28759,4207,123,599619,44755,59358,94242,95345,99786,99085,68637,26983,10415,994,19,591345,42024,55853,85641,85296,98489,99790,69830,32761,18344,3213,104
2022,12,구,경기도 수원시 권선구 ,313834,22920,32545,40110,45915,51249,53812,41437,16512,7988,1319,27,153786,11776,16769,20674,23200,24603,25961,20080,7630,2767,320,6,160048,11144,15776,19436,22715,26646,27851,21357,8882,5221,999,21
2022,12,읍면동,경기도 수원시 권선구 곡선동,290325,18886,31227,38577,34138,46623,56214,36762,15790,10504,1558,46,140665,9574,15931,19817,16876,21958,26993,18518,6734,3804,450,10,149660,9312,15296,18760,17262,24665,29221,18244,9056,6700,1108,36
2022,12,읍면동,경기도 수원시 권선구 구운동,344664,19943,31856,54875,43332,52792,68532,45125,17378,9378,1412,41,175811,10196,16320,29174,23597,27123,34503,23616,7807,3132,337,6,168853,9747,15536,25701,19735,25669,34029,21509,9571,6246,1075,35
2022,12,읍면동,경기도 수원시 권선구 권선1동,490088,36464,41576,60440,71174,78601,84714,65817,31418,17454,2371,59,241283,18522,21200,30865,35780,39552,41925,32613,13811,6412,587,16,248805,17942,20376,29575,35394,39049,42789,33204,17607,11042,1784,43
2022,12,읍면동,경기도 수원시 권선구 권선2동,296122,18577,28310,41211,37809,47630,56672,38532,15876,9855,1607,43,143793,9472,14460,20724,18751,22627,27329,19524,6964,3511,418,13,152329,9105,13850,20487,19058,25003,29343,19008,8912,6344,1189,30
2022,12,읍면동,경기도 수원시 권선구 금곡동,296996,18515,26945,44851,40695,46543,57666,39729,14096,6886,1041,29,153129,9473,13929,23907,22313,24328,29197,20840,6612,2322,203,5,143867,9042,13016,20944,18382,22215,28469,18889,7484,4564,838,24
2022,12,읍면동,경기도 수원시 권선구 서둔동,641660,38458,58801,99726,84027,99335,126198,84854,31474,16264,2453,70,328940,19669,30249,53081,45910,51451,63700,44456,14419,5454,540,11,312720,18789,28552,46645,38117,47884,62498,40398,17055,10810,1913,59
2022,12,읍면동,경기도 수원시 권선구 세류1동,790128,48779,66472,104368,108853,121846,140974,123117,49938,22336,3323,122,391102,25044,34025,53809,56168,61591,68278,60165,23456,7816,720,30,399026,23735,32447,50559,52685,60255,72696,62952,26482,14520,2603,92
2022,12,읍면동,경기도 수원시 권선구 세류2동,287945,20317,29179,34871,38407,48544,48636,40093,18294,8381,1184,39,141632,10352,14974,18031,19688,23839,24199,19028,8350,2900,264,7,146313,9965,14205,16840,18719,24705,24437,21065,9944,5481,920,32
2022,12,읍면동,경기도 수원시 권선구 세류3동,578529,49207,55467,77857,89178,99956,94329,64701,29607,16035,2141,51,303283,24988,28456,43829,49844,53810,49986,32802,13231,5828,501,8,275246,24219,27011,34028,39334,46146,44343,31899,16376,10207,1640,43
2022,12,읍면동,경기도 수원시 권선구 입북동,78137,7306,7511,9778,11633,11900,13009,10007,4313,2255,416,9,38416,3780,3855,5034,5745,5840,6268,4921,1989,869,112,3,39721,3526,3656,4744,5888,6060,6741,5086,2324,1386,304,6
2022,12,읍면동,경기도 수원시 권선구 평동,91546,5300,8221,10400,9488,13164,16243,14582,8448,5065,620,15,45673,2729,4152,5597,5015,6753,8579,7227,3614,1841,163,3,45873,2571,4069,4803,4473,6411,7664,7355,4834,3224,457,12
2022,12,읍면동,경기도 수원시 권선구 호매실동,1076535,73927,101113,140228,143121,172854,197600,141111,63084,37813,5536,148,525741,37568,51591,71406,71407,84137,96247,70655,27509,13727,1455,39,550794,36359,49522,68822,71714,88717,101353,70456,35575,24086,4081,109
2022,12,구,경기도 수원시 영통구 ,495315,42403,51677,58898,69773,84654,80079,58718,29794,16824,2426,69,251334,21705,26354,31967,36475,43499,41666,29530,13226,6298,596,18,243981,20698,25323,26931,33298,41155,38413,29188,16568,10526,1830,51
2022,12,읍면동,경기도 수원시 영통구 광교1동,122323,6631,9853,10125,10391,16149,21091,25659,14075,7223,1100,26,61495,3406,5176,5623,5397,8102,10823,12829,6974,2898,264,3,60828,3225,4677,4502,4994,8047,10268,12830,7101,4325,836,23
2022,12,읍면동,경기도 수원시 영통구 광교2동,29084,3089,3208,2939,4881,5806,4366,2929,1288,490,85,3,13909,1565,1616,1455,2260,2861,2047,1344,569,173,18,1,15175,1524,1592,1484,2621,2945,2319,1585,719,317,67,2
2022,12,읍면동,경기도 수원시 영통구 망포1동,42062,2280,2917,4807,3980,4553,6788,8334,4836,3133,421,13,22113,1169,1529,3073,2327,2467,3677,4365,2252,1136,113,5,19949,1111,1388,1734,1653,2086,3111,3969,2584,1997,308,8
2022,12,읍면동,경기도 수원시 영통구 망포2동,62150,2901,4429,5920,5400,7569,10891,13344,7095,4018,566,17,32102,1479,2261,3438,2969,4064,5811,6879,3451,1590,154,6,30048,1422,2168,2482,2431,3505,5080,6465,3644,2428,412,11
2022,12,읍면동,경기도 수원시 영통구 매탄1동,222721,16610,22105,30248,30469,35020,35756,30012,13912,7534,1027,28,115925,8560,11445,17371,16628,18277,18566,15495,6539,2787,252,5,106796,8050,10660,12877,13841,16743,17190,14517,7373,4747,775,23
2022,12,읍면동,경기도 수원시 영통구 매탄2동,188842,12196,17505,22585,21976,29805,32124,28627,14519,8246,1223,36,97581,6355,9016,12463,12163,15951,17030,14521,6839,2976,261,6,91261,5841,8489,10122,9813,13854,15094,14106,7680,5270,962,30
2022,12,읍면동,경기도 수원시 영통구 매탄3동,484267,49239,51750,50386,70147,93601,70517,56105,28141,12552,1782,47,241904,25186,26297,25834,34277,48279,35992,27479,13231,4886,432,11,242363,24053,25453,24552,35870,45322,34525,28626,14910,7666,1350,36
2022,12,읍면동,경기도 수원시 영통구 매탄4동,910814,96724,105971,109750,150262,178243,129461,84803,36008,17052,2469,71,473507,49458,53923,59690,79249,94085,69521,43671,17039,6355,499,17,437307,47266,52048,50060,71013,84158,59940,41132,18969,10697,1970,54
2022,12,읍면동,경기도 수원시 영통구 영통1동,243432,19281,25067,27708,28948,40406,41257,33461,17262,8776,1225,41,123173,9783,12631,14909,15084,20586,21566,16899,8075,3358,275,7,120259,9498,12436,12799,13864,19820,19691,16562,9187,5418,950,34
2022,12,읍면동,경기도 수원시 영통구 영통2동,146701,7414,11285,17151,14359,18655,28548,28195,12679,7337,1044,34,77707,3817,5886,9839,8131,10036,15659,15356,6048,2679,245,11,68994,3597,5399,7312,6228,8619,12889,12839,6631,4658,799,23
2022,12,읍면동,경기도 수원시 영통구 영통3동,113150,6560,9368,11510,11110,15757,20001,20909,10881,6090,937,27,57567,3381,4869,6276,5931,8059,10487,10686,5324,2322,228,4,55583,3179,4499,5234,5179,7698,9514,10223,5557,3768,709,23
2022,12,읍면동,경기도 수원시 영통구 원천동,391462,31671,34875,43536,54344,68878,66732,55277,24486,10246,1362,55,199707,16136,17840,23166,28288,36248,34283,27529,11896,4030,281,10,191755,15535,17035,20370,26056,32630,32449,27748,12590,6216,1081,45
2022,12,구,경기도 수원시 장안구 ,270524,15976,27018,41965,32977,42496,48963,34973,16246,8539,1336,35,136095,8153,13962,22969,17564,20982,24462,17288,7204,3183,323,5,134429,7823,13056,18996,15413,21514,24501,17685,9042,5356,1013,30
2022,12,읍면동,경기도 수원시 장안구 송죽동,481553,36446,53004,61368,68131,83871,79591,55542,26651,14262,2605,82,233526,18684,27099,30919,33166,39168,38874,26997,12128,5747,719,25,248027,17762,25905,30449,34965,44703,40717,28545,14523,8515,1886,57
2022,12,읍면동,경기도 수원시 장안구 연무동,234394,14061,17440,31373,33101,33278,41295,37582,17206,7936,1094,28,117092,7078,9126,16307,17469,17264,20219,18390,8057,2937,243,2,117302,6983,8314,15066,15632,16014,21076,19192,9149,4999,851,26
2022,12,읍면동,경기도 수원시 장안구 영화동,210505,12399,15285,28201,31876,31152,35824,32710,15618,6600,815,25,106470,6264,7897,14607,17233,16383,18177,16033,7213,2496,160,7,104035,6135,7388,13594,14643,14769,17647,16677,8405,4104,655,18
2022,12,읍면동,경기도 수원시 장안구 율천동,192610,11490,14096,30803,30636,28486,31831,25874,12664,5943,763,24,96997,5894,7226,15622,16670,14765,16156,12598,5682,2191,188,5,95613,5596,6870,15181,13966,13721,15675,13276,6982,3752,575,19
2022,12,읍면동,경기도 수원시 장안구 정자1동,360384,31334,41078,55757,60019,66263,55880,31496,11945,5721,869,22,180845,16262,21071,28906,30906,32411,27832,15882,5368,2008,195,4,179539,15072,20007,26851,29113,33852,28048,15614,6577,3713,674,18
2022,12,읍면동,경기도 수원시 장안구 정자2동,922518,62619,84720,121206,133802,150098,154359,123453,59748,28099,4281,133,456882,31941,43413,62215,68537,74020,77148,60297,27282,10929,1064,36,465636,30678,41307,58991,65265,76078,77211,63156,32466,17170,3217,97
2022,12,읍면동,경기도 수원시 장안구 정자3동,230460,13774,16431,31637,33795,35075,38944,35201,17479,7237,861,26,116886,6993,8417,16689,18138,18469,20097,17267,7941,2686,185,4,113574,6781,8014,14948,15657,16606,18847,17934,9538,4551,676,22
2022,12,읍면동,경기도 수원시 장안구 조원1동,463724,31470,41067,62143,60456,72239,81428,64309,32156,16348,2054,54,228107,16327,21028,31273,30995,36561,39960,31114,14231,6123,484,11,235617,15143,20039,30870,29461,35678,41468,33195,17925,10225,1570,43
2022,12,읍면동,경기도 수원시 장안구 조원2동,548228,36981,49985,71483,79016,84527,95107,79019,33718,15924,2413,55,270878,18854,25895,36981,40669,41867,46180,38470,15687,5704,563,8,277350,18127,24090,34502,38347,42660,48927,40549,18031,10220,1850,47
2022,12,읍면동,경기도 수원시 장안구 파장동,367446,27979,33019,51358,57009,61030,62201,46124,18889,8556,1239,42,185682,14446,17099,26745,30205,31628,30635,22869,8729,3033,288,5,181764,13533,15920,24613,26804,29402,31566,23255,10160,5523,951,37
2022,12,구,경기도 수원시 팔달구 ,188701,12734,17084,24346,24278,30589,34358,26959,12037,5602,695,19,93442,6576,8773,12462,12301,15340,16795,13432,5426,2145,188,4,95259,6158,8311,11884,11977,15249,17563,13527,6611,3457,507,15
2022,12,읍면동,경기도 수원시 팔달구 고등동,512912,45126,51077,66399,75905,92791,90352,57889,21282,10513,1529,49,267861,22858,26177,36144,40786,50144,47228,30753,9903,3559,299,10,245051,22268,24900,30255,35119,42647,43124,27136,11379,6954,1230,39
2022,12,읍면동,경기도 수원시 팔달구 매교동,737353,59370,79526,84144,88466,131877,124804,94920,48433,22614,3076,123,366261,30527,40887,43720,43921,65659,63421,46490,22143,8750,723,20,371092,28843,38639,40424,44545,66218,61383,48430,26290,13864,2353,103
2022,12,읍면동,경기도 수원시 팔달구 매산동,229849,19824,25358,29902,35964,44585,34917,23365,10477,4852,595,10,119646,10084,13079,16285,19855,23770,18290,11612,4712,1825,133,1,110203,9740,12279,13617,16109,20815,16627,11753,5765,3027,462,9
2022,12,읍면동,경기도 수원시 팔달구 우만1동,1074971,87516,121214,134702,136105,194262,176697,117999,68091,33541,4704,140,533323,44751,61989,70445,67962,95481,89378,57230,30407,14334,1317,29,541648,42765,59225,64257,68143,98781,87319,60769,37684,19207,3387,111
2022,12,읍면동,경기도 수원시 팔달구 우만2동,259288,18399,24871,33479,32399,42955,44484,35744,17140,8481,1305,31,133113,9495,12837,18262,17429,22552,23004,18089,7978,3174,288,5,126175,8904,12034,15217,14970,20403,21480,17655,9162,5307,1017,26
2022,12,읍면동,경기도 수원시 팔달구 인계동,438235,35905,50728,55846,54226,80486,72428,45691,27301,13642,1915,67,216180,18383,25932,29250,26907,39090,36390,21779,11970,5901,560,18,222055,17522,24796,26596,27319,41396,36038,23912,15331,7741,1355,49
2022,12,읍면동,경기도 수원시 팔달구 지동,326059,32150,30291,36980,52488,59761,46884,40376,18881,7075,1136,37,162773,16417,15345,18509,26201,30855,23643,19518,9386,2667,227,5,163286,15733,14946,18471,26287,28906,23241,20858,9495,4408,909,32
2022,12,읍면동,경기도 수원시 팔달구 행궁동,377448,33212,45615,45377,49480,70821,59785,36564,23650,11418,1484,42,184030,16873,23220,22933,23626,33839,29984,17362,10459,5259,469,6,193418,16339,22395,22444,25854,36982,29801,19202,13191,6159,1015,36
2022,12,읍면동,경기도 수원시 팔달구 화서1동,266213,17241,24869,35175,37033,41224,46906,38156,15712,8526,1328,43,132165,8864,12862,18361,19567,20366,22897,18580,7219,3086,356,7,134048,8377,12007,16814,17466,20858,24009,19576,8493,5440,972,36
2022,12,읍면동,경기도 수원시 팔달구 화서2동,160221,11940,13758,21076,22280,23486,28501,24141,9538,4688,792,21,79417,6111,7108,11068,11392,11791,13631,11842,4571,1723,178,2,80804,5829,6650,10008,10888,11695,14870,12299,4967,2965,614,19
2022,12,시군,경기도 시흥시 ,512438,45279,50988,66734,75838,92683,90230,57431,21218,10470,1516,51,267637,22919,26158,36347,40742,50070,47185,30499,9871,3533,304,9,244801,22360,24830,30387,35096,42613,43045,26932,11347,6937,1212,42
2022,12,읍면동,경기도 시흥시 과림동,1868,45,48,146,171,155,367,579,247,93,17,0,1143,20,27,85,116,103,243,364,139,42,4,0,725,25,21,61,55,52,124,215,108,51,13,0
2022,12,읍면동,경기도 시흥시 군자동,21102,1259,2089,2591,2342,3669,3960,3079,1362,659,90,2,11030,671,1067,1439,1332,2034,2090,1550,615,221,11,0,10072,588,1022,1152,1010,1635,1870,1529,747,438,79,2
2022,12,읍면동,경기도 시흥시 능곡동,25383,2538,2772,3294,3825,4350,4396,2519,1038,554,92,5,12618,1323,1403,1605,1955,2128,2228,1305,467,185,17,2,12765,1215,1369,1689,1870,2222,2168,1214,571,369,75,3
2022,12,읍면동,경기도 시흥시 대야동,43298,3354,3357,6004,6472,6405,8149,6148,2117,1112,179,1,21856,1725,1708,3166,3347,3343,3970,3209,1011,350,27,0,21442,1629,1649,2838,3125,3062,4179,2939,1106,762,152,1
2022,12,읍면동,경기도 시흥시 매화동,11945,593,1083,1549,1137,1728,2510,1876,896,491,80,2,6282,283,549,904,645,931,1356,1017,400,179,18,0,5663,310,534,645,492,797,1154,859,496,312,62,2
2022,12,읍면동,경기도 시흥시 목감동,41933,5266,3712,3833,7275,8130,5776,4931,2028,855,122,5,21236,2651,1871,2008,3604,4372,2938,2473,1009,284,26,0,20697,2615,1841,1825,3671,3758,2838,2458,1019,571,96,5
2022,12,읍면동,경기도 시흥시 배곧1동,35443,5317,4730,3240,6092,8054,4645,2411,676,242,34,2,17634,2674,2408,1599,2868,4174,2277,1232,321,75,6,0,17809,2643,2322,1641,3224,3880,2368,1179,355,167,28,2
2022,12,읍면동,경기도 시흥시 배곧2동,35429,4313,4218,5155,6875,7615,4561,1970,492,200,30,0,18496,2196,2056,2721,3742,4063,2382,1030,226,77,3,0,16933,2117,2162,2434,3133,3552,2179,940,266,123,27,0
2022,12,읍면동,경기도 시흥시 신천동,35300,1413,2776,5450,4012,4527,7835,5904,2166,1088,122,7,18178,711,1440,2988,2246,2370,3968,3117,987,328,22,1,17122,702,1336,2462,1766,2157,3867,2787,1179,760,100,6
2022,12,읍면동,경기도 시흥시 신현동,9661,385,664,1241,1015,1166,2082,1908,771,365,59,5,5097,182,352,689,603,626,1099,1028,373,122,19,4,4564,203,312,552,412,540,983,880,398,243,40,1
2022,12,읍면동,경기도 시흥시 연성동,24645,1897,2545,3618,3271,3891,5023,2556,1117,644,80,3,12628,979,1320,1898,1747,1952,2615,1350,511,244,12,0,12017,918,1225,1720,1524,1939,2408,1206,606,400,68,3
2022,12,읍면동,경기도 시흥시 월곶동,16969,1315,1542,1940,2549,3208,2963,2028,919,454,51,0,8803,640,805,1032,1380,1763,1579,994,433,165,12,0,8166,675,737,908,1169,1445,1384,1034,486,289,39,0
2022,12,읍면동,경기도 시흥시 은행동,55718,6760,5969,6172,8771,10390,8718,5813,2045,932,147,1,27763,3378,3072,3165,4256,5389,4249,2965,973,291,25,0,27955,3382,2897,3007,4515,5001,4469,2848,1072,641,122,1
2022,12,읍면동,경기도 시흥시 장곡동,35856,3814,4348,4323,5406,6952,5869,3269,1219,562,90,4,18103,1958,2288,2160,2706,3473,3018,1742,554,179,25,0,17753,1856,2060,2163,2700,3479,2851,1527,665,383,65,4
2022,12,읍면동,경기도 시흥시 정왕1동,22872,1141,2097,4151,3172,4362,4332,2371,810,375,58,3,13735,572,1138,2720,1986,2788,2634,1380,378,128,11,0,9137,569,959,1431,1186,1574,1698,991,432,247,47,3
2022,12,읍면동,경기도 시흥시 정왕2동,31816,2010,3388,4884,4404,5923,6347,3108,1039,626,85,2,17361,997,1742,2825,2688,3297,3387,1738,442,219,26,0,14455,1013,1646,2059,1716,2626,2960,1370,597,407,59,2
2022,12,읍면동,경기도 시흥시 정왕3동,22755,1444,2102,2845,2940,4521,4631,2816,923,450,80,3,12886,712,1096,1650,1756,2780,2660,1625,424,167,15,1,9869,732,1006,1195,1184,1741,1971,1191,499,283,65,2
2022,12,읍면동,경기도 시흥시 정왕4동,20568,1426,2451,3280,2304,3542,4355,1976,692,482,58,2,10195,759,1243,1692,1168,1692,2114,1070,271,170,16,0,10373,667,1208,1588,1136,1850,2241,906,421,312,42,2
2022,12,읍면동,경기도 시흥시 정왕본동,19877,989,1097,3018,3805,4095,3711,2169,661,286,42,4,12593,488,573,2001,2597,2792,2378,1310,337,107,9,1,7284,501,524,1017,1208,1303,1333,859,324,179,33,3
2022,12,시군,경기도 안산시 ,643044,38770,59040,100434,84098,99801,126334,84380,31463,16215,2441,68,329635,19818,30390,53437,45940,51649,63862,44169,14394,5435,530,11,313409,18952,28650,46997,38158,48152,62472,40211,17069,10780,1911,57
2022,12,구,경기도 안산시 단원구 ,297509,18671,27005,45142,40731,46724,57764,39454,14090,6860,1041,27,153356,9547,13970,24030,22329,24403,29275,20696,6598,2303,200,5,144153,9124,13035,21112,18402,22321,28489,18758,7492,4557,841,22
2022,12,읍면동,경기도 안산시 단원구 고잔동,21150,1014,1669,3876,3100,3004,4014,2766,1078,560,67,2,10581,509,860,1934,1726,1575,1957,1371,462,176,10,1,10569,505,809,1942,1374,1429,2057,1395,616,384,57,1
2022,12,읍면동,경기도 안산시 단원구 대부동,9261,288,352,661,698,1002,1898,2504,1156,606,93,3,4883,166,188,382,405,594,985,1292,604,242,24,1,4378,122,164,279,293,408,913,1212,552,364,69,2
2022,12,읍면동,경기도 안산시 단원구 백운동,21256,1596,1855,2868,3313,3041,4040,3042,1056,393,48,4,10669,838,926,1502,1721,1538,1922,1547,516,149,9,1,10587,758,929,1366,1592,1503,2118,1495,540,244,39,3
2022,12,읍면동,경기도 안산시 단원구 선부1동,17343,1215,1278,2447,2826,2613,3227,2419,850,403,63,2,8811,623,665,1290,1556,1405,1549,1216,374,120,13,0,8532,592,613,1157,1270,1208,1678,1203,476,283,50,2
2022,12,읍면동,경기도 안산시 단원구 선부2동,15677,742,1389,2395,1858,2405,3428,2173,846,394,46,1,8448,368,761,1264,1048,1348,1896,1219,401,130,12,1,7229,374,628,1131,810,1057,1532,954,445,264,34,0
2022,12,읍면동,경기도 안산시 단원구 선부3동,34111,2094,3200,5298,4694,5623,6779,4347,1299,687,90,0,17527,1066,1651,2841,2567,2916,3352,2355,561,205,13,0,16584,1028,1549,2457,2127,2707,3427,1992,738,482,77,0
2022,12,읍면동,경기도 안산시 단원구 신길동,22136,1337,2389,2873,2638,3787,4370,3028,1126,507,79,2,11883,691,1228,1639,1546,2114,2349,1579,534,186,17,0,10253,646,1161,1234,1092,1673,2021,1449,592,321,62,2
2022,12,읍면동,경기도 안산시 단원구 와동,37586,2231,3577,5577,4742,6699,7420,4535,1805,866,129,5,19928,1120,1885,3136,2695,3633,3979,2381,801,273,25,0,17658,1111,1692,2441,2047,3066,3441,2154,1004,593,104,5
2022,12,읍면동,경기도 안산시 단원구 원곡동,5963,257,305,427,571,846,1494,1140,599,299,25,0,3399,129,160,263,339,501,928,661,286,126,6,0,2564,128,145,164,232,345,566,479,313,173,19,0
2022,12,읍면동,경기도 안산시 단원구 중앙동,23323,1352,1782,4769,3729,3325,4044,2969,893,373,86,1,11590,677,907,2329,2016,1655,1952,1482,448,113,11,0,11733,675,875,2440,1713,1670,2092,1487,445,260,75,1
2022,12,읍면동,경기도 안산시 단원구 초지동,46552,3431,4347,6985,7287,7631,8345,5234,2039,1063,184,6,23920,1786,2231,3824,3994,3941,4177,2671,919,345,31,1,22632,1645,2116,3161,3293,3690,4168,2563,1120,718,153,5
2022,12,읍면동,경기도 안산시 단원구 호수동,43151,3114,4862,6966,5275,6748,8705,5297,1343,709,131,1,21717,1574,2508,3626,2716,3183,4229,2922,692,238,29,0,21434,1540,2354,3340,2559,3565,4476,2375,651,471,102,1
2022,12,구,경기도 안산시 상록구 ,345535,20099,32035,55292,43367,53077,68570,44926,17373,9355,1400,41,176279,10271,16420,29407,23611,27246,34587,23473,7796,3132,330,6,169256,9828,15615,25885,19756,25831,33983,21453,9577,6223,1070,35
2022,12,읍면동,경기도 안산시 상록구 반월동,17200,949,1171,1933,1991,2417,3065,3210,1661,697,105,1,8648,476,605,1053,1071,1305,1499,1553,786,278,21,1,8552,473,566,880,920,1112,1566,1657,875,419,84,0
2022,12,읍면동,경기도 안산시 상록구 본오1동,36857,2115,3715,5679,4406,6219,7441,4357,1815,988,120,2,19141,1109,1942,3010,2404,3268,3921,2328,770,359,29,1,17716,1006,1773,2669,2002,2951,3520,2029,1045,629,91,1
2022,12,읍면동,경기도 안산시 상록구 본오2동,25663,1313,2440,4018,2922,3869,5398,3381,1411,783,126,2,12731,674,1197,2080,1544,1878,2697,1751,608,267,35,0,12932,639,1243,1938,1378,1991,2701,1630,803,516,91,2
2022,12,읍면동,경기도 안산시 상록구 본오3동,19264,764,1530,3185,2410,2726,4112,2695,1123,650,69,0,9587,395,755,1644,1319,1378,1988,1363,492,231,22,0,9677,369,775,1541,1091,1348,2124,1332,631,419,47,0
2022,12,읍면동,경기도 안산시 상록구 부곡동,21357,1190,2016,3146,2342,3297,4713,2859,1076,634,80,4,10957,599,1001,1666,1294,1735,2439,1543,459,201,20,0,10400,591,1015,1480,1048,1562,2274,1316,617,433,60,4
2022,12,읍면동,경기도 안산시 상록구 사동,31781,1510,2454,5592,4490,4952,6335,3468,1560,1194,216,10,16711,788,1297,3131,2624,2686,3288,1827,673,329,65,3,15070,722,1157,2461,1866,2266,3047,1641,887,865,151,7
2022,12,읍면동,경기도 안산시 상록구 사이동,31855,2021,3289,4940,4094,5063,6237,4029,1342,722,116,2,16122,1061,1698,2590,2181,2598,3045,2074,607,241,27,0,15733,960,1591,2350,1913,2465,3192,1955,735,481,89,2
2022,12,읍면동,경기도 안산시 상록구 성포동,25635,1420,2291,4091,3300,3171,5338,4062,1210,626,124,2,12517,731,1204,2134,1721,1455,2383,2102,560,195,32,0,13118,689,1087,1957,1579,1716,2955,1960,650,431,92,2
2022,12,읍면동,경기도 안산시 상록구 안산동,8922,402,724,1011,906,1239,1789,1727,734,345,44,1,4689,205,369,571,535,663,969,902,344,124,7,0,4233,197,355,440,371,576,820,825,390,221,37,1
2022,12,읍면동,경기도 안산시 상록구 월피동,37634,1977,3286,6554,4669,5300,7906,5160,1696,937,144,5,19176,1010,1751,3475,2554,2647,3907,2762,763,283,23,1,18458,967,1535,3079,2115,2653,3999,2398,933,654,121,4
2022,12,읍면동,경기도 안산시 상록구 이동,23607,930,1454,4235,3630,3648,4547,3048,1328,684,97,6,12712,467,747,2232,2183,2074,2506,1627,607,247,22,0,10895,463,707,2003,1447,1574,2041,1421,721,437,75,6
2022,12,읍면동,경기도 안산시 상록구 일동,24456,1431,2287,3676,2932,4113,4766,2987,1453,718,89,4,12481,723,1128,1902,1615,2179,2515,1523,633,246,17,0,11975,708,1159,1774,1317,1934,2251,1464,820,472,72,4
2022,12,읍면동,경기도 안산시 상록구 해양동,41304,4077,5378,7232,5275,7063,6923,3943,964,377,70,2,20807,2033,2726,3919,2566,3380,3430,2118,494,131,10,0,20497,2044,2652,3313,2709,3683,3493,1825,470,246,60,2
2022,12,시군,경기도 안성시 ,189146,12269,17674,22691,22079,29855,32100,28524,14488,8225,1205,36,97702,6389,9089,12523,12204,15974,17009,14466,6815,2967,260,6,91444,5880,8585,10168,9875,13881,15091,14058,7673,5258,945,30
2022,12,읍면동,경기도 안성시 고삼면,1911,49,66,170,149,161,358,496,253,172,34,3,1015,25,36,106,92,99,194,263,124,69,7,0,896,24,30,64,57,62,164,233,129,103,27,3
2022,12,읍면동,경기도 안성시 공도읍,59976,5042,7521,6960,7920,11797,9623,6226,3133,1544,204,6,30269,2616,3853,3690,4181,6000,5016,2951,1387,529,43,3,29707,2426,3668,3270,3739,5797,4607,3275,1746,1015,161,3
2022,12,읍면동,경기도 안성시 금광면,7337,321,589,701,586,942,1358,1524,763,466,86,1,3648,172,293,392,311,483,730,755,329,167,16,0,3689,149,296,309,275,459,628,769,434,299,70,1
2022,12,읍면동,경기도 안성시 대덕면,15500,1148,1104,2174,2292,2687,2428,2139,980,482,64,2,8782,622,576,1249,1388,1643,1440,1155,493,203,13,0,6718,526,528,925,904,1044,988,984,487,279,51,2
2022,12,읍면동,경기도 안성시 미양면,5756,176,258,498,515,691,1029,1326,727,457,77,2,3150,92,142,309,329,422,579,723,367,168,18,1,2606,84,116,189,186,269,450,603,360,289,59,1
