시군구,공원면적
경기도 화성시 봉답읍 동화리 633,3539.0
경기도 화성시 봉담읍 수영리 680,2983.0
경기도 화성시 봉담읍 와우리 215,4571.0
경기도 화성시 봉담읍 동화리 398-2,4533.0
경기도 화성시 봉담읍 와우리 217,2256.0
경기도 화성시 봉담읍 와우리 595,4590.0
경기도 화성시 봉담읍 상리 15-38,268.0
경기도 화성시 봉담읍 동화리 562-15,127.0
경기도 화성시 봉담읍 동화리 301-13,228.0
경기도 화성시 오산동 967-1526,1117.0
경기도 화성시 오산동 989-2,2107.0
경기도 화성시 오산동 967-1541,675.0
경기도 화성시 오산동 992-2,599.0
경기도 화성시 오산동 999-2,2963.0
경기도 화성시 송동 681-450,3917.0
경기도 화성시 오산동 1005-1,932.0
경기도 화성시 오산동 1001-2,9892.0
경기도 화성시 오산동 1030-20,6934.0
경기도 화성시 목동 산96,10231.0
경기도 화성시 오산동1031-16,96.0
경기도 화성시 오산동 1030-17,2747.0
경기도 화성시 오산동 1037-1,219.0
경기도 화성시 오산동 1033-10,282.0
경기도 화성시 오산동 1036-24,173.0
경기도 화성시 목동 261-2,466.0
경기도 화성시 목동 463-10,383.0
경기도 화성시 산척동 688-6,1562.0
경기도 화성시 산척동 696-6,519.0
경기도 화성시 송동 689-1,13370.0
경기도 양평군 양평읍 양근리 234-2,117049.0
경기도 양평군 양평읍 양근리 559,48670.0
경기도 양평군 용문면 다문리 산10-1,121804.0
경기도 양평군 양평읍 백안리 산44,190400.0
경기도 양평군 개군면 하자포리 425-15,61310.0
경기도 양평군 양서면 용담리 535-13,37900.0
경기도 양평군 청운면 여물리 113,24650.0
경기도 양평군 강하면 운심리 56,35912.0
경기도 양평군 양평읍 공흥리 산6-1,4400.0
경기도 양평군 양평읍 공흥리 711-4,4437.0
경기도 양평군 용문면 다문리 821-4,3018.0
경기도 양평군 용문면 광탄리 666,1420.0
경기도 양평군 용문면 광탄리 711,856.0
경기도 양평군 강하면 운심리 43-25,3300.0
경기도 양평군 강하면 운심리 28-1,394.0
경기도 양평군 양평읍 오빈리 96-40,864.0
경기도 양평군 양평읍 오빈리 88-47,568.0
경기도 양평군 양평읍 오빈리 88-46,404.0
경기도 양평군 양평읍 오빈리 81-32,293.0
경기도 양평군 양평읍 양근리 53-2,2037.0
경기도 양평군 강상면 병산리 138,1743.0
경기도 양평군 강상면 병산리 142-35,684.0
경기도 양평군 강상면 병산리 40,1477.0
경기도 양평군 강상면 병산리 1205-1,417.0
경기도 양평군 양평읍 양근리 384-1,746.0
경기도 화성시 장안면 수촌리 1470-1,13464.0
경기도 화성시 우정읍 조암리 391-14,37235.0
경기도 화성시 우정읍 조암리 791-5,12426.0
경기도 화성시 우정읍 조암리 266-51,2010.0
경기도 화성시 우정읍 조암리 790,8401.0
경기도 화성시 우정읍 조암리 792-1,3717.0
경기도 화성시 우정읍 조암리 798-11,2535.0
경기도 화성시 우정읍 조암리 808-3,1496.0
경기도 화성시 장안면 사랑리 689,37163.0
경기도 화성시 장안면 수촌리 1018-7,2855.0
경기도 화성시 장안면 독정리 276-27,3035.0
경기도 화성시 장안면 금의리 761-1,3061.0
경기도 화성시 우정읍 주곡리 932,2879.0
경기도 화성시 우정읍 조암리 793,44.6
경기도 화성시 우정읍 조암리 798,290.2
경기도 화성시 우정읍 조암리 794,990.0
경기도 화성시 우정읍 매향리 184-1,335536.0
경기도 화성시 봉담읍 상리 22-10,19282.0
경기도 화성시 봉담읍 동화리 573,161978.0
경기도 화성시 봉담읍 수영리 672-3,3150.0
경기도 화성시 봉담읍 수영리 673-2,1500.0
경기도 화성시 봉담읍 수영리 676,3982.0
경기도 화성시 봉담읍 수영리 406-6,2284.0
경기도 화성시 봉담읍 와우리 52-5,1477.0
경기도 화성시 봉담읍 와우리 590-1,1501.0
경기도 화성시 봉담읍 상리 619,1900.0
경기도 화성시 봉담읍 상리 22-76,3120.0
경기도 화성시 봉담읍 동화리 565,2114.0
경기도 화성시 봉담읍 동화리 578,3380.0
경기도 화성시 청계동 548,859.0
경기도 광명시 철산동 242,1650.0
경기도 광명시 철산동 618,1500.0
경기도 광명시 철산동 367-1,1500.0
경기도 광명시 하안동 707-23,1500.0
경기도 광명시 하안동 702-3,1500.0
경기도 광명시 하안동 597,1500.0
경기도 광명시 하안동 650-7,1500.0
경기도 광명시 하안동 650-6,1500.0
경기도 광명시 하안동 682-2,1500.0
경기도 광명시 하안동 296-4,1500.0
경기도 광명시 하안동 295-2,1500.0
경기도 광명시 하안동 260-10,1500.0
경기도 광명시 하안동 30-6,1500.0
경기도 광명시 하안동 13-5,1500.0
경기도 광명시 하안동 110-1,1500.0
경기도 광명시 하안동  27-4,1500.0
경기도 광명시 하안동 110-4,1500.0
경기도 광명시 하안동 260-5,1500.0
경기도 광명시 하안동 200-4,1500.0
경기도 광명시 하안동 200-5,1500.0
경기도 광명시 소하동 1299,9191.0
경기도 고양시 덕양구 화정동 954번지,5106.7
경기도 성남시 분당구 구미동 108,3800.2
경기도 성남시 분당구 구미동 114,5780.2
경기도 포천시 소흘읍 송우리 728-9,12109.0
경기도 포천시 영북면 운천리 산17-1,2787.0
경기도 포천시 영북면 운천리 548-4,2938.0
경기도 포천시 일동면 기산리 96-119,2126.0
경기도 포천시 선단동 667,1724.0
경기도 포천시 소흘읍 송우리 725-5,2920.0
경기도 포천시 소흘읍 송우리 727-3,5860.0
경기도 포천시 소흘읍 송우리 725-8,1500.0
경기도 포천시 소흘읍 송우리 729-10,2350.0
경기도 포천시 소흘읍 송우리 730-2,1500.0
경기도 광주시 고산동 415-2,1499.9
경기도 성남시 분당구 정자동 252,215106.7
경기도 안산시 단원구 성곡동 696,125258.0
경기도 안산시 단원구 선부동 1123-7,1597.5
경기도 안산시 단원구 와동 791,2115.1
경기도 안산시 단원구 와동 843,1806.0
경기도 안산시 단원구 원곡동 745,702.0
경기도 안산시 단원구 원곡동 774,1225.5
경기도 안산시 단원구 원곡동 795-1,1458.3
경기도 안산시 단원구 원곡동 805-2,783.1
경기도 안산시 단원구 초지동 607-1,2157.9
경기도 안산시 단원구 와동 102,1363.2
경기도 안산시 단원구 와동 710-4,1532.7
경기도 안산시 단원구 와동 749,1455.1
경기도 안산시 단원구 와동 809,1823.0
경기도 안산시 단원구 와동 818,1430.0
경기도 안산시 단원구 와동 99-7,286.3
경기도 안산시 단원구 초지동 723-1,44535.0
경기도 안산시 단원구 와동 95-3,57970.0
경기도 안산시 단원구 고잔동 369,863.0
경기도 안산시 단원구 고잔동 697,1893.9
경기도 안산시 단원구 고잔동 735,1837.3
경기도 안산시 단원구 고잔동 754,1958.4
경기도 안산시 단원구 선부동 971-20,2196.0
경기도 안산시 단원구 신길동 1384-12,1947.4
경기도 안산시 단원구 신길동 1417-25,2593.3
경기도 안산시 단원구 신길동 1496,1617.0
경기도 안산시 단원구 신길동 1514,3369.4
경기도 안산시 단원구 와동 261-2,689.8
경기도 안산시 단원구 와동 765-6,1597.2
경기도 안산시 단원구 신길동 1748,189076.0
경기도 안산시 단원구 고잔동 505-3,1041.9
경기도 안산시 단원구 선부동 1010,1494.9
경기도 안산시 단원구 고잔동 662-1,2039.1
경기도 안산시 단원구 선부동 1025,1904.6
경기도 안산시 단원구 초지동 740,17831.0
경기도 안산시 단원구 고잔동 624,1720.4
경기도 안산시 단원구 고잔동 647,1593.9
경기도 안산시 단원구 고잔동 651-6,1523.8
경기도 안산시 단원구 선부동 1056-7,1537.1
경기도 안산시 단원구 선부동 1060,1503.1
경기도 안산시 단원구 선부동 1093,1511.1
경기도 안산시 단원구 와동 724,1564.5
경기도 안산시 단원구 와동 803-7,1706.2
경기도 안산시 단원구 고잔동 산20,406423.0
경기도 안산시 단원구 와동 778,2239.3
경기도 안산시 단원구 와동 833,2686.7
경기도 안산시 단원구 와동 123,722.7
경기도 안산시 단원구 선부동 1105,1513.3
경기도 안산시 단원구 선부동 980-5,839.3
경기도 안산시 단원구 원곡동 816,726.4
경기도 안산시 단원구 원곡동 836,1401.7
경기도 안산시 단원구 원곡동 850,1385.9
경기도 안산시 단원구 초지동 746,106920.0
경기도 김포시 운양동 1317-1,1039.0
경기도 김포시 운양동 1262-6,747.0
경기도 김포시 운양동 644-5,905.0
경기도 김포시 장기동 2039-5,1344.0
경기도 김포시 장기동 1993-1,720.0
경기도 김포시 운양동 1285-12,591.0
경기도 김포시 구래동 6878-3,2161.0
경기도 김포시 마산동 615-4,5141.0
경기도 김포시 마산동 620-1,2358.0
경기도 김포시 마산동 646-8,1541.0
경기도 김포시 마산동 662-5,2384.0
경기도 김포시 장기동 1866-4,4900.0
경기도 김포시 장기동 2085-1,7038.0
경기도 김포시 장기동 1300-10,8875.0
경기도 김포시 운양동 1326-2,2105.0
경기도 김포시 장기동 1313,7133.0
경기도 김포시 사우동 98,9820.0
경기도 김포시 운양동 산137,49021.0
경기도 김포시 운양동 산89-1,99228.0
경기도 김포시 고촌읍 향산리 463-7,16820.0
경기도 김포시 고촌읍 신곡리 산108,47412.0
경기도 김포시 고촌읍 신곡리 산112-1,26350.0
경기도 김포시 고촌읍 신곡리 444-6,14445.0
경기도 김포시 대곶면 율생리 219-27,10926.0
경기도 김포시 고촌읍 신곡리 1071,2320.0
경기도 김포시 장기동 1400,1500.0
경기도 안산시 상록구 이동 652-1,1809.9
경기도 안산시 상록구 이동 679,1639.2
경기도 안산시 상록구 이동 703-3,2157.0
경기도 안산시 상록구 건건동 709-1,474.0
경기도 안산시 상록구 성포동 747-7,2993.0
경기도 안산시 상록구 성포동 747-2,1523.0
경기도 안산시 상록구 건건동 992,100226.0
경기도 안산시 상록구 건건동 940-48,702.0
경기도 안산시 상록구 본오동 990-7,13017.6
경기도 안산시 단원구 원곡동 산35-11,34406.0
경기도 안산시 단원구 고잔동 713-2,22130.0
경기도 안산시 단원구 고잔동 777,36464.0
경기도 안산시 단원구 고잔동 산83,120646.0
경기도 안산시 단원구 선부동 산119,136717.0
경기도 안산시 단원구 선부동 산168,65476.0
경기도 안산시 단원구 선부동 산170-1,45583.0
경기도 안산시 단원구 선부동 산90,63445.0
경기도 안산시 단원구 선부동 산90-3,57491.0
경기도 안산시 단원구 와동 151,14459.0
경기도 안산시 단원구 와동 37-2,159232.0
경기도 안산시 단원구 와동 787,89940.0
경기도 안산시 단원구 와동 813-1,56895.0
경기도 안산시 단원구 원곡동 산 100-1,508683.0
경기도 안산시 단원구 원시동 산37,210675.0
경기도 안산시 단원구 선부동 993,1985.7
경기도 군포시 당정동 761,25318.0
경기도 광주시 송정동 319-4,935.7
경기도 광주시 송정동 198-1,909.3
경기도 광주시 송정동 206-1,1398.6
경기도 광주시 송정동 178-1,657.0
경기도 구리시 사노동 37-1,57479.0
경기도 구리시 인창동 622-28,10228.0
경기도 구리시 토평동 23-50,1587.0
경기도 구리시 교문동 667-4,1210.0
경기도 구리시 아천동 353-10,1523.0
경기도 구리시 수택동 560,1903.0
경기도 구리시 인창동 713-2,2358.0
경기도 구리시 교문동 220,1651.0
경기도 구리시 교문동 750,1557.0
경기도 구리시 교문동 799,1483.0
경기도 구리시 교문동 358-11,3907.0
경기도 구리시 교문동 418-2,4995.0
경기도 구리시 수택동 436,1653.0
경기도 구리시 수택동 477,1657.0
경기도 구리시 수택동 437-20,1653.0
경기도 구리시 수택동 449,1656.0
경기도 구리시 수택동 684-14,1500.0
경기도 구리시 수택동 854-1,13430.0
경기도 구리시 인창동 651-36,5407.0
경기도 구리시 갈매동 613,1500.0
경기도 구리시 인창동 668-3,1956.0
경기도 구리시 인창동 491,1637.0
경기도 구리시 인창동 474-1,1500.0
"경기도 구리시 갈매동 641, 652",16046.0
경기도 구리시 갈매동 660,26625.0
경기도 구리시 갈매동 663,31887.0
경기도 구리시 교문동 3-2번지,26998.0
경기도 구리시 인창동 669-1,949.8
경기도 구리시 인창동 674-2,10000.0
경기도 구리시 교문동 593-1,237255.0
경기도 구리시 토평동 23-45,302.0
경기도 구리시 교문동 358-9,1335.0
경기도 구리시 인창동 714-2,1069.0
경기도 구리시 갈매동 592 일원,50338.0
경기도 구리시 교문동 728,1524.0
경기도 구리시 수택동 626-4,2857.0
경기도 구리시 인창동 693,1821.0
경기도 구리시 인창동 595,1500.0
경기도 구리시 토평동 957,2392.0
경기도 구리시 인창동 663-3,2905.0
경기도 구리시 인창동 665-2,1592.0
경기도 구리시 인창동 664-2,1741.0
경기도 구리시 인창동 664-4,1845.0
경기도 구리시 인창동 665-3,1730.0
경기도 구리시 인창동 666-4,1585.0
경기도 구리시 인창동 666-5,1506.0
경기도 구리시 토평동 1010,1553.0
경기도 구리시 토평동 1004,3128.0
경기도 구리시 토평동 983,2111.0
경기도 구리시 교문동 822,2321.0
경기도 구리시 인창동 667-2,1530.0
경기도 구리시 갈매동 536,1507.0
경기도 남양주시 다산동 6171-1,2921.0
경기도 남양주시 가운동 산 36,3196.0
경기도 남양주시 다산동 6236-1,4768.0
경기도 남양주시 다산동 6093,2363.0
경기도 남양주시 다산동 6033,13044.0
경기도 남양주시 진접읍 장현리 45-47,13422.0
경기도 남양주시 화도읍 녹촌리 556-1,3125.0
경기도 남양주시 조안면 능내리 131-1,9344.0
경기도 남양주시 화도읍 월산리 1527-4,190.0
경기도 남양주시 가운동 421,9164.0
경기도 남양주시 다산동 6154,2907.0
경기도 남양주시 화도읍 창현리 778-3,2810.0
경기도 남양주시 다산동 3207-3,21501.0
경기도 남양주시 화도읍 묵현리 604-14(604-15),4004.0
경기도 남양주시 금곡동 434-3 일원,1233657.0
경기도 남양주시 별내면 청학리 177-3,3240.0
경기도 남양주시 평내동 598,10010.0
경기도 구리시 인창동 309-2 일원,78093.0
경기도 구리시 교문동 산61-1,26094.0
경기도 구리시 수택동 878,45180.0
경기도 구리시 수택동 산2-27,39861.0
경기도 구리시 토평동 990-1,15747.9
"경기도 구리시 갈매동 551, 555",71426.8
"경기도 구리시 갈매동 578, 580",20722.5
경기도 구리시 갈매동 657,33070.5
"경기도 구리시 갈매동 669, 670",21177.8
"경기도 남양주시 다산동 6003, 6005",15950.0
"경기도 남양주시 다산동 6022, 6074",84994.0
경기도 남양주시 다산동 4347-1,38371.0
경기도 남양주시 별내동 1044,4564.0
경기도 남양주시 화도읍 창현리 315,11074.0
경기도 남양주시 오남읍 오남리 858,13146.0
경기도 남양주시 진건읍 사능리 107,156629.0
경기도 남양주시 호평동 679,7697.0
경기도 남양주시 화도읍 차산리 83-2,11061.0
경기도 남양주시 화도읍 월산리 601,740245.0
경기도 남양주시 별내면 광전리 199-21,4189.0
경기도 남양주시 별내면 광전리 63-2,65715.0
경기도 남양주시 와부읍 덕소리 97-7,9942.0
경기도 남양주시 진건읍 용정리 산164,12000.0
경기도 남양주시 화도읍 묵현리 22-11,495.0
경기도 남양주시 일패동 860-9,54947.0
경기도 남양주시 호평동 산5-36(5-7일원),14025.0
경기도 남양주시 진접읍 금곡리 2067-1,545.0
경기도 남양주시 진접읍 금곡리 2070,1351.0
경기도 남양주시 화도읍 월산리 1528-4,17631.0
경기도 남양주시 화도읍 월산리 1528-3,7721.0
경기도 남양주시 다산동 4265-27,1123.0
경기도 남양주시 화도읍 창현리 778-4,822.0
경기도 남양주시 지금동 340-22,7042.0
경기도 남양주시 지금동 137-1,865.0
경기도 남양주시 지금동 161-1,2867.0
경기도 남양주시 다산동 3718-1,2544.0
경기도 남양주시 다산동 6121,1573.0
경기도 화성시 향남읍 하길리 1505-1,2020.0
경기도 남양주시 오남읍 오남리 889-1,201.0
경기도 남양주시 오남읍 오남리 889-2,950.0
경기도 남양주시 다산동 4435-8,2437.0
경기도 남양주시 진접읍 연평리 847,1203.0
경기도 남양주시 오남읍 양지리 512-29,13823.0
경기도 남양주시 진접읍 팔야리 836-7,3481.0
경기도 남양주시 진접읍 팔야리 835-4,1481.0
경기도 남양주시 호평동 615-2,6388.0
경기도 남양주시 진접읍 금곡리 978,11027.0
경기도 남양주시 진접읍 금곡리 1105,49943.0
경기도 남양주시 진접읍 금곡리 1091,56179.0
경기도 남양주시 진접읍 금곡리 1118,108852.0
경기도 남양주시 진접읍 금곡리 1077,150387.0
경기도 남양주시 진접읍 금곡리 963,11750.0
경기도 남양주시 다산동 672-1,5580.0
경기도 남양주시 진건읍 진관리 985-3,1289.0
"경기도 남양주시 다산동 715, 717, 724, 726, 736, 739",55334.0
경기도 남양주시 지금동 719,49812.0
경기도 남양주시 퇴계원읍 퇴계원리 370-5,12618.0
경기도 남양주시 다산동 6047,2409.0
경기도 남양주시 다산동 6016,13210.0
"경기도 남양주시 다산동 6057,6059,6070-1,6071",28506.0
경기도 남양주시 다산동 6083,12033.0
경기도 남양주시 지금동 344,118844.0
경기도 남양주시 다산동 6107,15659.0
경기도 남양주시 양정동 736,76794.0
경기도 남양주시 가운동 281,77478.0
경기도 남양주시 가운동 529,21723.0
경기도 화성시 향남읍 도이리 240-3,1050.0
경기도 광주시 태전동 704-3,2100.0
경기도 광주시 오포읍 양벌리 1106-1,3533.0
경기도 광주시 오포읍 신현리 1239,8130.0
경기도 광주시 오포읍 추자리 584,980.0
경기도 광주시 오포읍 추자리 587,5754.0
경기도 광주시 곤지암읍 곤지암리 445-27,3952.0
경기도 광주시 역동 117-6,1098.0
경기도 광주시 역동 266,14614.0
경기도 광주시 태전동 696-1,5330.0
경기도 광주시 태전동 697-4,6074.0
경기도 광주시 태전동 734,2352.0
경기도 광주시 태전동 714,1839.0
경기도 광주시 태전동 261-177,2491.0
경기도 광주시 노곡리 241-1,2394.0
경기도 광주시 쌍동리 398,4854.0
경기도 광주시 신대리 285,946.0
경기도 광주시 수양리 281-7,1390.0
경기도 광주시 역동 176-115,675.3
경기도 광주시 역동 185-20,4332.2
경기도 광주시 역동 273-125,5050.9
경기도 광주시 역동 176-25,18130.3
경기도 광주시 송정동 329-2,2034.8
경기도 광주시 송정동 317-1,1561.6
경기도 광주시 송정동 218-5,3709.5
경기도 광주시 송정동 153,1280.0
경기도 수원시 장안구 조원동 912-2,3071.0
경기도 군포시 산본동 1119-1,1501.4
경기도 군포시 산본동 1148-1,10125.6
경기도 군포시 산본동 1146-6,1500.0
경기도 군포시 금정동 870-1,1500.1
경기도 군포시 당동 859,1872.5
경기도 군포시 금정동 849-3,1500.0
경기도 군포시 금정동 872-1,1622.2
경기도 군포시 산본동 1145-17,1519.0
경기도 군포시 산본동 1151-3,1500.2
경기도 군포시 산본동 1151-8,1500.2
경기도 군포시 금정동 689,653.5
경기도 군포시 당정동 1043,1184.7
경기도 군포시 당정동 1016-4,739.7
경기도 군포시 부곡동 1112,2721.2
경기도 군포시 부곡동 1130-2,1500.2
경기도 군포시 당정동 181-5,4548.0
경기도 군포시 당정동 1090,5314.6
경기도 군포시 금정동 871-6,10140.2
경기도 군포시 금정동 850-2,10288.6
경기도 군포시 산본동 1122,40020.7
경기도 군포시 수리동 855,561500.0
경기도 군포시 대야미동 598-3,3197.2
경기도 군포시 당정동 1009-5,517.4
경기도 군포시 도마교동 479-2,4479.2
경기도 군포시 도마교동 458-3,3088.0
경기도 군포시 둔대동 354-3,8783.0
경기도 군포시 도마교동 460-2,12737.6
경기도 군포시 산본동 1119-5,10031.2
경기도 군포시 부곡동 1246-1,10928.6
경기도 군포시 산본동 1065,63271.5
경기도 군포시 당정동 181-44,10000.4
경기도 군포시 도마교동 455,47087.5
경기도 군포시 부곡동 1087,48912.0
경기도 군포시 산본동 1145-7,33289.9
경기도 군포시 산본동 1151-2,37500.8
경기도 군포시 산본동 1153,68974.0
경기도 군포시 산본동 1057-19,1507.6
경기도 군포시 산본동 1112-4,3667.1
경기도 군포시 산본동 1120-5,1502.6
경기도 군포시 대야미동 661-1,2003.8
경기도 군포시 대야미동 655-3,1538.9
경기도 군포시 대야미동 651-1,1501.0
경기도 군포시 산본동 1091-2,1500.2
경기도 군포시 부곡동 1081,2116.2
경기도 군포시 부곡동 1083,1475.1
경기도 군포시 부곡동 1121,1513.9
경기도 군포시 도마교동 471-5,1577.2
경기도 하남시 덕풍동 776,16167.0
경기도 하남시 덕풍동 739,101301.0
경기도 하남시 덕풍동 824,17607.0
경기도 하남시 덕풍동 435-219,99250.0
경기도 하남시 망월동 867,1944.0
경기도 하남시 덕풍동 855,1518.0
경기도 하남시 덕풍동 882,2713.0
경기도 하남시 풍산동 632,1752.0
경기도 하남시 풍산동 636,1853.0
"경기도 하남시 선동413, 413-1",59121.0
경기도 하남시 선동 417,79419.0
경기도 하남시 망월동 832,91870.0
"경기도 하남시 풍산동 535, 536, 537",160158.0
경기도 하남시 망월동 838,33923.0
경기도 하남시 망월동 955,53870.0
경기도 하남시 학암동 670,10052.0
경기도 하남시 학암동 674,50778.0
경기도 하남시 풍산동 393 - 20 일원,10705.0
경기도 하남시 신장동 608,10051.0
경기도 하남시 천현동 615,2283.0
경기도 하남시 신장동 527-2,1765.0
경기도 하남시 신장동 528-4,1555.0
경기도 하남시 신장동 528-2,1511.0
경기도 하남시 창우동 518-1,3280.0
경기도 하남시 창우동 518-4,3495.0
경기도 하남시 창우동 520-5,2762.0
경기도 하남시 창우동 521-7,3088.0
경기도 하남시 덕풍동 680,1390.0
경기도 하남시 신장동 560-1,1559.0
경기도 하남시 신장동 562-1,1550.0
경기도 하남시 덕풍동 363-25,1863.0
경기도 하남시 덕풍동 700,1536.0
경기도 하남시 덕풍동 946-4,1500.0
경기도 하남시 덕풍동 709,6852.0
경기도 하남시 덕풍동 716,1521.0
경기도 하남시 덕풍동 770-2,1661.0
경기도 하남시 덕풍동 745-1,1767.0
경기도 하남시 덕풍동 749,7235.0
경기도 하남시 덕풍동 795,4339.0
경기도 하남시 덕풍동 812,1537.0
경기도 하남시 신장동 520-2,13912.0
경기도 하남시 창우동 521-4,10000.0
경기도 하남시 미사동 15,772590.0
경기도 하남시 덕풍동 732,22245.0
경기도 파주시 금촌동 1027,1500.0
경기도 파주시 금능동 442-1번지,1500.0
경기도 파주시 금촌동 999,1500.0
경기도 파주시 금촌동 1002,1500.0
경기도 성남시 분당구 분당동 37,31128.8
"경기도 성남시 분당구 수내동 65, 66",420982.1
"경기도 성남시 분당구 수내동 42, 43",37957.0
경기도 성남시 분당구 수내동 49-1,25493.9
경기도 성남시 분당구 정자동 103,30590.2
경기도 군포시 당동 874-1,1559.9
경기도 군포시 당동 882,1806.9
경기도 군포시 산본동 80-3,1771.1
경기도 군포시 산본동 242,1500.0
경기도 군포시 산본동 1145-13,1538.7
경기도 군포시 금정동 876-1,1500.0
경기도 군포시 금정동 875-3,1500.0
경기도 군포시 금정동 871-9,1598.1
경기도 군포시 금정동 871-15,1500.0
경기도 군포시 산본동 1155-2,1529.0
경기도 군포시 산본동 1066-1,1513.2
경기도 군포시 산본동 1156-9,1524.0
경기도 군포시 산본동 1156-13,1500.1
경기도 군포시 산본동 1156-16,1500.0
경기도 군포시 산본동 1155-9,1733.3
경기도 군포시 산본동 1239,3324.8
경기도 군포시 산본동 214,2348.3
경기도 군포시 금정동 697,1504.2
경기도 군포시 산본동 1074,1501.5
경기도 군포시 산본동 1033,1485.8
경기도 군포시 당동 886-1,1838.2
경기도 군포시 당정동 1020-1,2194.9
경기도 군포시 당동 968-2,1513.2
경기도 군포시 산본동 1266,3149.0
경기도 군포시 금정동 724-6,2501.8
경기도 군포시 산본동 1152-6,1561.0
경기도 군포시 당동 873-2,1500.3
경기도 군포시 당정동 967-4,1728.5
경기도 군포시 산본동 1092-1,1500.1
경기도 군포시 부곡동 1216,1903.4
경기도 군포시 부곡동 1226,80672.9
경기도 군포시 금정동 844-1,150333.7
경기도 군포시 당정동 352-13,1066.0
경기도 군포시 금정동 875-10,13263.0
경기도 군포시 산본동 1146-20,1502.7
경기도 군포시 당동 873-1,1532.2
경기도 군포시 산본동 1063-1,2742.1
경기도 군포시 당동 763-27,984.9
경기도 군포시 산본동 1065-3,1500.0
경기도 군포시 당동 791,1597.2
경기도 군포시 당동 900-1,2000.0
경기도 군포시 당동 910,2281.0
경기도 군포시 당동 918,1510.0
경기도 군포시 당동 741,1490.4
경기도 군포시 당동 755,1495.8
경기도 군포시 당동 948-4,2203.2
경기도 군포시 당동 951-1,2501.9
경기도 군포시 당동 980-2,4117.2
경기도 군포시 당동 982-3,2191.0
경기도 군포시 산본동 212-5,1633.9
경기도 군포시 금정동 80-1,1500.0
경기도 군포시 금정동 906,1520.0
경기도 군포시 금정동 707-8,1488.3
경기도 군포시 금정동 711-4,2487.8
경기도 군포시 금정동 714,2546.2
경기도 군포시 금정동 759,1500.8
경기도 군포시 산본동 1088-1,1500.1
경기도 군포시 금정동 768-11,1590.0
경기도 군포시 당정동 977-3,1790.0
경기도 군포시 당정동 982-2,1584.4
경기도 군포시 당정동 1003-2,3121.1
경기도 군포시 당정동 1014-2,1768.7
경기도 군포시 당정동 1012-2,2817.1
경기도 군포시 당동 1025,1597.9
경기도 군포시 부곡동 1207,2705.9
경기도 군포시 금정동 755,9673.7
경기도 군포시 금정동 775-3,1481.6
경기도 군포시 당동 734-2,1261.6
경기도 군포시 당동 757,1514.8
경기도 군포시 당동 779,1500.8
경기도 군포시 당동 773-4,1597.4
경기도 군포시 부곡동 1181-2,1558.5
경기도 군포시 대야미동 635-1,2409.9
경기도 군포시 대야미동 636-5,4381.7
경기도 수원시 장안구 율전동 604,674.7
경기도 연천군 연천읍 읍내리 산1-1,10000.0
경기도 연천군 전곡읍 은대리 573,92960.0
경기도 연천군 신서면 대광리 1318-42,5369.0
경기도 연천군 연천읍 고문리 898,3820.0
경기도 연천군 군남면 옥계리 1259-9,15813.0
경기도 연천군 연천읍 차탄리 624,4534.0
경기도 연천군 전곡읍 전곡리 704,2230.0
경기도 연천군 전곡읍 전곡리 263-3,1523.0
경기도 연천군 전곡읍 전곡리 411-11,1500.0
경기도 연천군 전곡읍 전곡리 324-98,1583.0
경기도 연천군 연천읍 현가리 57-1,11452.0
경기도 연천군 전곡읍 전곡리 355-1,53030.0
경기도 연천군 연천읍 옥산리 423-1,13020.0
경기도 연천군 백학면 통구리 1071-10,20342.0
경기도 수원시 영통구 영통동 987,1781.4
경기도 수원시 영통구 영통동 1245,1634.4
경기도 수원시 영통구 매탄동 1259,2025.7
경기도 수원시 영통구 매탄동 1275,2312.2
경기도 수원시 영통구 매탄동 1283,1957.0
경기도 수원시 영통구 매탄동 1281,2135.6
경기도 수원시 영통구 망포동 296-17,1975.0
경기도 수원시 영통구 망포동 383-3,2135.0
경기도 수원시 영통구 망포동 544-13,907.0
경기도 수원시 영통구 망포동 724,1846.8
경기도 수원시 영통구 망포동 523-1,887.0
경기도 수원시 영통구 망포동 708,1507.1
경기도 수원시 영통구 망포동 719,1743.1
경기도 수원시 영통구 망포동 500-6,1612.0
경기도 수원시 영통구 망포동 713,1990.7
경기도 수원시 영통구 망포동 721,1932.3
경기도 수원시 영통구 망포동 1259-3,1508.4
경기도 수원시 영통구 망포동 1311-2,1747.9
경기도 수원시 영통구 이의동 1343,3083.5
경기도 수원시 영통구 원천동 581,2374.2
경기도 수원시 영통구 원천동 612,1618.6
경기도 수원시 영통구 하동 965-8,2133.3
경기도 수원시 영통구 하동 978,1835.2
경기도 수원시 영통구 이의동 1273-1,2104.7
경기도 수원시 영통구 이의동 1345,2185.1
경기도 수원시 영통구 신동 927-2,1527.0
경기도 수원시 영통구 신동969,1683.0
경기도 수원시 영통구 매탄동 101-16,1616.2
경기도 수원시 영통구 매탄동 196-25,1507.3
경기도 수원시 영통구 매탄동 111-107,1595.5
경기도 수원시 영통구 매탄동 209-25,1518.6
경기도 수원시 영통구 매탄동 205-32,1940.1
경기도 수원시 영통구 매탄동 861,1815.6
경기도 수원시 영통구 원천동 463-1,1523.0
경기도 수원시 영통구 매탄동 1201,1939.1
경기도 수원시 영통구 매탄동 1217-6,2135.3
