시군구,공원면적
경기도 안산시 상록구 사동 1413,2341.2
경기도 안산시 상록구 일동 619-7,1571.7
경기도 안산시 상록구 사동 1513,647766.0
경기도 안산시 상록구 본오동 818-6,1529.6
경기도 안산시 상록구 본오동 45-6,49303.0
경기도 안산시 상록구 본오동 723,44732.4
경기도 안산시 상록구 본오동 879-4,12325.8
경기도 안산시 상록구 본오동 산39,123747.0
경기도 안산시 상록구 본오동 산80-1,47210.0
경기도 안산시 상록구 부곡동 709,497649.0
경기도 안산시 상록구 부곡동 719,21994.3
경기도 안산시 상록구 부곡동 산50,34576.0
경기도 안산시 상록구 사동 1253-6,13004.4
경기도 안산시 상록구 사동 1554,13340.1
경기도 안산시 상록구 사동 1583,37239.0
경기도 안산시 상록구 사동 산83-8,86800.0
경기도 안산시 상록구 성포동 582,19416.2
경기도 안산시 상록구 성포동 589,26250.3
경기도 안산시 상록구 성포동 산39-1,623428.0
경기도 안산시 상록구 월피동 산 45,79487.0
경기도 안산시 상록구 사동 1535-1,18262.5
경기도 안산시 상록구 이동 711,26442.9
경기도 화성시 향남읍 구문천리 929-18,27943.0
경기도 화성시 향남읍 행정리 460,18155.0
경기도 화성시 향남읍 행정리 444,17954.0
경기도 화성시 향남읍 행정리 490,46749.0
경기도 화성시 향남읍 발안리 263,2483.0
경기도 화성시 향남읍 발안리 296,4050.0
경기도 화성시 향남읍 발안리 307,2850.0
경기도 화성시 향남읍 장짐리 235,1585.0
경기도 화성시 향남읍 장짐리 200-6,6212.0
경기도 화성시 향남읍 행정리 423,6543.0
경기도 화성시 향남읍 행정리 454,4290.0
경기도 화성시 향남읍 행정리 464,3346.0
경기도 화성시 향남읍 행정리 475-1,3894.0
경기도 화성시 향남읍 행정리 495-14,1789.0
경기도 화성시 향남읍 행정리 483,2398.0
경기도 화성시 향남읍 행정리 517,1671.0
경기도 화성시 향남읍 행정리 466,8826.0
경기도 화성시 향남읍 행정리 478,70439.0
경기도 화성시 향남읍 장짐리 213-26,273.0
경기도 화성시 향남읍 발안리 306,1579.0
경기도 화성시 향남읍 제암리 478-1,2353.0
경기도 성남시 분당구 삼평동 614,6465.5
경기도 성남시 분당구 삼평동 620,4739.8
경기도 성남시 분당구 삼평동 699,4164.0
경기도 성남시 분당구 삼평동 677,8323.9
경기도 성남시 분당구 운중동 307-3,1492.0
경기도 성남시 분당구 운중동 956-1,12002.5
경기도 성남시 분당구 운중동 954,10909.3
경기도 성남시 분당구 운중동 921-3,11651.6
경기도 성남시 분당구 야탑동 산 82,634921.0
경기도 성남시 분당구 판교동 499,4892.0
경기도 성남시 분당구 이매동 52-15,31021.4
경기도 성남시 분당구 백현동 516-21,29859.0
경기도 오산시 은계동 39-6,1534.0
경기도 오산시 가수동 113-2,1500.0
경기도 오산시 누읍동 623,3851.0
경기도 오산시 수청동 15-3,1537.0
경기도 오산시 수청동 522,2433.0
경기도 오산시 궐동 585-1,1505.0
경기도 오산시 원동 806-1,1500.0
경기도 오산시 원동 807-3,3542.0
경기도 오산시 오산동 920-1,10021.0
경기도 오산시 원동 814-1,11007.0
경기도 오산시 오산동 914,2067.0
경기도 오산시 부산동 778-3,4390.0
경기도 오산시 부산동 779-2,5200.0
경기도 오산시 오산동 922-3,3000.0
경기도 오산시 오산동 923-3,2170.0
경기도 오산시 원동 815-3,3920.0
경기도 오산시 갈곶동 290-6,21876.0
경기도 오산시 궐동 706,3584.0
경기도 오산시 내삼미동 851,2162.0
경기도 오산시 내삼미동 862,1965.0
경기도 오산시 수청동 565,1836.0
경기도 오산시 궐동 624,3956.0
경기도 오산시 궐동 660,2859.0
경기도 오산시 궐동 656,4606.0
경기도 파주시 금촌동 794-1,1500.0
경기도 파주시 금촌동 764-6,1503.0
경기도 파주시 금촌동 775-1,1503.0
경기도 파주시 금촌동 789-1,1504.0
경기도 파주시 금촌동 935-1,1504.0
경기도 파주시 금촌동 941-16,1500.0
경기도 파주시 금촌동 957-1,1500.0
경기도 파주시 금촌동 424-33,1500.0
경기도 파주시 탄현면 법흥리 1701 번지 일원,42598.0
경기도 파주시 탄현면 법흥리 1701,1626.0
경기도 파주시 탄현면 법흥리 1734,793.0
경기도 파주시 탄현면 법흥리 1733-3,794.0
경기도 파주시 탄현면 성동리 681 번지,12987.0
경기도 파주시 탄현면 성동리 680번지,10594.0
경기도 파주시 탄현면 성동리 669-3번지,7274.0
경기도 파주시 탄현면 법흥리 688-1번지(일원),522540.0
경기도 파주시 탄현면 법흥리 1571번지,1720.0
경기도 파주시 탄현면 법흥리 1578번지,1825.0
경기도 파주시 탄현면 법흥리 1596번지,2560.0
경기도 파주시 탄현면 법흥리 1652-141,10121.0
경기도 파주시 탄현면 법흥리 1652-585,56189.0
경기도 파주시 탄현면 법흥리 1652-239,9526.0
경기도 광명시 하안동 883-3,625.0
경기도 광명시 소하동 1373-5,1150.0
경기도 광명시 소하동 1315-4,695.0
경기도 광명시 소하동 1317-2,609.0
경기도 광명시 일직동 219-5,261.0
경기도 광명시 광명동 98-11,893.0
경기도 광명시 광명동 158-279,728.0
경기도 광명시 광명동 158-640,805.0
경기도 광명시 광명동 172-77,1631.0
경기도 광명시 광명동 382-8,1502.0
경기도 광명시 광명동 759-14,4141.0
경기도 광명시 광명동 78-8,1842.0
경기도 광명시 광명동 755,1501.0
경기도 광명시 광명동 745,2406.0
경기도 광명시 광명동 731,1703.0
경기도 광명시 광명동 712,2338.0
경기도 광명시 철산동 629-1,2615.0
경기도 광명시 철산동 185,1594.0
경기도 화성시 능동 1221-1,586.0
경기도 화성시 병점동 756-33,4849.0
경기도 화성시 진안동 933,12422.0
경기도 화성시 병점동 879,172.0
경기도 화성시 병점동 878,123.0
경기도 화성시 반월동 962-2,251.0
경기도 화성시 병점동 351-8,178.0
경기도 화성시 병점동 881,6275.0
경기도 양주시 옥정동 883,450169.0
경기도 양주시 옥정동 889,316230.0
경기도 양주시 옥정동 908,159926.0
경기도 양주시 옥정동 998-1,2218.0
경기도 양주시 옥정동 1014-1,6909.0
경기도 양주시 고암동 603-8,349.0
경기도 양주시 옥정동 914-4,2491.0
경기도 양주시 남면 구암리 367,4173.0
경기도 양주시 고암동 602-8,923.0
경기도 양주시 옥정동 560-1,1451.0
경기도 양주시 옥정동 901-4,1989.0
경기도 양주시 고암동 619,52816.0
경기도 양주시 옥정동 989-15,450.0
경기도 양주시 옥정동 1009-20,287.0
경기도 양주시 옥정동 946-4,457.0
경기도 양주시 옥정동 738,355.0
경기도 양주시 옥정동 962-3,1427.0
경기도 양주시 옥정동 958-3,899.0
경기도 양주시 옥정동 963-19,1560.0
경기도 양주시 옥정동 1047-5,427.0
경기도 양주시 옥정동 1049-5,544.0
경기도 양주시 옥정동 1095-5,542.0
경기도 양주시 옥정동 937-3,440.0
경기도 양주시 옥정동 1095-3,446.0
경기도 양주시 광적면 석우리 407,14447.0
경기도 양주시 덕계동 592-3,938.0
경기도 양주시 은현면 선암리321-43,2223.0
경기도 양주시 옥정동 1027-1,2873.0
경기도 양주시 고암동 612,3038.0
경기도 양주시 옥정동 1073-3,1721.0
경기도 양주시 옥정동 1064-3,1608.0
경기도 양주시 옥정동 1076-1,1596.0
경기도 양주시 옥정동 1081-3,1561.0
경기도 양주시 고암동 595-7,1788.0
경기도 양주시 남면 신산리 329-9,6273.0
경기도 양주시 고암동 140-8,1241.0
경기도 양주시 덕정동 419,9964.0
경기도 양주시 고암동 607-1,1430.0
경기도 양주시 남면 황방리 214-7,10864.0
경기도 양주시 광사동 697,4234.0
경기도 양주시 옥정동 970-3,162293.0
경기도 양주시 덕정동 316-2,9948.0
경기도 양주시 덕정동 268-1,8351.0
경기도 양주시 광사동 652,3481.0
경기도 양주시 옥정동 950-7,489.0
경기도 양주시 옥정동 1030-3,450.0
경기도 양주시 옥정동 977-11,349.0
경기도 양주시 옥정동 1042-1,19601.0
경기도 양주시 옥정동 941-1,43987.0
경기도 양주시 옥정동 939-2,11407.0
경기도 양주시 옥정동 1082-1,64935.0
경기도 양주시 옥정동 934-18,914.0
경기도 양주시 백석읍 방성리82,1838.0
경기도 양주시 고암동 121-4,1501.0
경기도 양주시 고암동 121-3,1500.0
경기도 양주시 고암동 580-2,1598.0
경기도 양주시 고암동 589,3754.0
경기도 양주시 고암동 581-5,1500.0
경기도 양주시 덕계동 425-9,2510.0
경기도 양주시 덕계동 446-3,1582.0
경기도 양주시 덕계동 436-10,2077.0
경기도 양주시 덕계동 576-3,1530.0
경기도 양주시 만송동 699,6416.0
경기도 양주시 고읍동 444,1760.0
경기도 양주시 만송동 682,2142.0
경기도 양주시 광사동 671-4,1335.0
경기도 양주시 광사동 682,1916.0
경기도 양주시 광사동 707,2239.0
경기도 양주시 광적면 석우리712-1,1500.0
경기도 양주시 광적면 가납리838-2,1500.0
경기도 양주시 광적면 가납리853-4,1500.0
경기도 양주시 광적면 석우리708-2,1500.0
경기도 양주시 광적면 가납리732-18,1983.0
경기도 양주시 광적면 가납리857,1631.0
경기도 양주시 광적면 가납리862-5,2743.0
경기도 양주시 광적면 가납리901,2275.0
경기도 양주시 남방동 85-5,9812.0
경기도 양주시 덕계동 467,26723.0
경기도 양주시 덕정동 208-12,27110.0
경기도 양주시 고암동 581-4,23484.0
경기도 양주시 남면 상수리 667-10,1541.0
경기도 양주시 고읍동 445,11013.0
경기도 양주시 광사동 659,75051.0
경기도 양주시 광사동 683,46586.0
경기도 양주시 광사동 714,22960.0
경기도 양주시 광사동 731,25053.0
경기도 양주시 백석읍 홍죽리 952,28436.0
경기도 양주시 옥정동 879-1,61131.0
경기도 양주시 옥정동 943-1,74091.0
경기도 양주시 옥정동 952-2,75251.0
경기도 양주시 옥정동 962-3,38576.0
경기도 양주시 옥정동 962-6,14620.0
경기도 양주시 은현면 용암리 185,10851.0
경기도 양주시 덕정동 164-3,1851.0
경기도 양주시 덕정동 118-4,1507.0
경기도 양주시 덕정동 536-1,3156.0
경기도 양주시 덕정동 286-31,1500.0
경기도 양주시 덕정동 235-2,1500.0
경기도 양주시 덕정동 210-1,3545.0
경기도 화성시 송동 692-2,405.0
경기도 화성시 장지동 964-2,461.0
경기도 화성시 장지동 912-10,12913.0
경기도 고양시 덕양구 화정동 962번지,3849.0
경기도 고양시 덕양구 행신동 694번지,1514.1
경기도 고양시 덕양구 행신동 698번지,14950.0
경기도 화성시 오산동 1030-19,1262.0
경기도 화성시 향남읍 하길리 1409-1,30249.0
경기도 화성시 향남읍 발안리 251,2438.0
경기도 고양시 덕양구 향동동 333,1866.0
경기도 화성시 남양읍 남양리 2322-1,1199.0
경기도 의왕시 고천동 171-10,3761.0
경기도 의왕시 고천동 193-4,2416.0
경기도 의왕시 이동 592,955.0
경기도 의왕시 이동 257,2268.0
경기도 의왕시 삼동 748,737.0
경기도 의왕시 고천동 산 48,51709.0
경기도 의왕시 고천동 100-2,15982.0
경기도 의왕시 고천동 252,11539.0
경기도 의왕시 삼동 481-47,4489.0
경기도 의왕시 초평동 55-3,1608.0
경기도 의왕시 초평동 55-3,25874.0
경기도 의왕시 초평동 19-1,14234.0
경기도 의왕시 오전동 231-1,1683.0
경기도 의왕시 내손동 664-18,10358.8
경기도 의왕시 학의동 695,8815.0
경기도 의왕시 학의동 915-1,13942.0
경기도 의왕시 학의동 961-3,4343.0
경기도 의왕시 삼동 277-3,5600.0
경기도 의왕시 포일동 487,9515.0
경기도 의왕시 내손동 691-10,10601.9
경기도 의왕시 고천동 171-6,2477.0
경기도 의왕시 내손동 844-5,3024.1
경기도 의왕시 내손동 847-1,14607.2
경기도 의왕시 포일동 639,1517.0
경기도 의왕시 포일동 651,6969.9
경기도 의왕시 포일동 645-1,1959.2
경기도 의왕시 포일동 648,5782.7
경기도 의왕시 포일동 644-2,7073.2
경기도 의왕시 포일동 647-1,25326.4
경기도 의왕시 포일동 654,37712.3
경기도 의왕시 포일동 646-1,7074.7
경기도 의왕시 포일동 638-2,518.7
경기도 의왕시 포일동 638-3,4800.0
경기도 의왕시 오전동 35-21,1638.6
경기도 의왕시 오전동 107-2,1675.0
경기도 의왕시 내손동 664-18,3203.7
경기도 의왕시 오전동 324-2,1146.0
경기도 의왕시 내손동 228-1,12537.0
경기도 의왕시 초평동 278-1,210915.0
경기도 의왕시 삼동 46-1,671.0
경기도 의왕시 삼동 629,1085.0
경기도 의왕시 삼동 608,5452.3
경기도 의왕시 삼동 624,17685.8
경기도 의왕시 학의동 706-4,761.0
경기도 의왕시 학의동 산53-4,1048.0
경기도 의왕시 학의동 885-1,2563.0
경기도 의왕시 학의동 723-1,1500.0
경기도 의왕시 학의동 801,2606.0
경기도 의왕시 학의동 590,3905.0
경기도 의왕시 학의동 727-2,27924.0
경기도 의왕시 내손동 666,30556.8
경기도 의왕시 청계동 산8-5,628000.0
경기도 의왕시 오전동 840,2621.9
경기도 의왕시 오전동 845-3,1635.3
경기도 의왕시 왕곡동 601,3034.7
경기도 의왕시 왕곡동 591,14328.0
경기도 의왕시 왕곡동 270-2,15635.0
경기도 의왕시 월암동 543-3,80715.0
경기도 의왕시 내손동 806,1505.1
경기도 의왕시 내손동 765,10000.0
경기도 의왕시 내손동 781,8994.4
경기도 의왕시 월암동 421,34503.0
경기도 의왕시 학의동 산75-5,638180.0
경기도 의왕시 청계동 985-3,1605.5
경기도 의왕시 청계동 981,1565.3
경기도 의왕시 청계동 979,1515.7
경기도 의왕시 청계동 970,1549.0
경기도 의왕시 청계동 967,1512.8
경기도 의왕시 청계동 974,18360.8
경기도 의왕시 청계동 993,10000.3
경기도 의왕시 이동 218-111,490.0
경기도 의왕시 이동 204-37,600.0
경기도 의왕시 내손동 843-1,419.9
경기도 의왕시 내손동 710-15,1401.5
경기도 의왕시 내손동 646-2,3163.8
경기도 의왕시 내손동 710-11,7480.9
경기도 의왕시 내손동 709,4633.0
경기도 화성시 서신면 매화리 292-2,942.0
경기도 화성시 서신면 매화리 214-4,743.0
경기도 화성시 서신면 송교리 380,181.0
경기도 화성시 서신면 전곡리 1091-5,415.7
경기도 화성시 서신면 제부리 190-223,3624.0
경기도 화성시 서신면 전곡리 1090,1981.0
경기도 화성시 마도면 쌍송리 673,21550.0
경기도 화성시 마도면 청원리 1516,30752.0
경기도 화성시 마도면 청원리 1512,24594.0
경기도 화성시 마도면 청원리 1508,186632.0
경기도 안성시 가사동 178,6715.0
경기도 안성시 석정동 233-12,3992.0
경기도 안성시 공도읍 만정리805-2,4790.0
경기도 안성시 공도읍 만정리 791-1,2622.0
경기도 안성시 공도읍 만정리 777-2,6300.0
경기도 안성시 공도읍 진사리 20-2,1500.0
경기도 안성시 공도읍 진사리 산30-2,1621.0
경기도 안성시 서운면 양촌리 487,15042.0
경기도 안성시 원곡면 칠곡리 산33,87247.0
경기도 안성시 공도읍 진사리 353-16,15083.0
경기도 안성시 공도읍 진사리 5-6,16447.0
경기도 안성시 낙원동 609-5,11271.0
경기도 화성시 서신면 장외리 642,41952.0
경기도 안성시 보개면 복평리 298,15055.0
경기도 안성시 공도읍 승두리 65-3,2036.0
경기도 안성시 공도읍 마정리 산29,64227.0
경기도 안성시 중리동 440,12202.0
경기도 안성시 서운면 신촌리 17-6,1566.0
경기도 안성시 당왕동 535-3,2026.0
경기도 안성시 미양면 계륵리 267,4109.0
경기도 안성시 금산동 189,17000.0
경기도 안성시 미양면 계륵리 271-4,11763.0
경기도 안성시 공도읍 승두리 83-1,1800.0
경기도 안성시 공도읍 용두리 158-4,1336.0
경기도 안성시 공도읍 마정리 233-156,7935.0
경기도 안성시 석정동 192-1,795.0
경기도 안성시 양성면 도곡리 318-5,2000.0
경기도 안성시 일죽면 방초리 1156,3054.0
경기도 안성시 일죽면 월정리 1840,660.0
경기도 안성시 죽산면 장원리 1387,736.0
경기도 안성시 원곡면 내가천리 283,2150.0
경기도 안성시 봉남동 4,4346.0
경기도 안성시 당왕동 534-5,1798.0
경기도 안성시 대덕면 내리 676-1,1500.0
경기도 안성시 대덕면 내리 696,1900.0
경기도 안성시 대덕면 내리 707-3,1600.0
경기도 화성시 남양읍 남양리 2232-7,1304.0
경기도 화성시 남양읍 남양리 2231,1286.0
경기도 화성시 남양읍 남양리 2323-1,3751.0
경기도 화성시 남양읍 남양리 2273-1,579.0
경기도 화성시 남양읍 남양리 2038,52151.0
경기도 화성시 남양읍 남양리 2057-1,3700.0
경기도 화성시 남양읍 남양리 2145,15339.0
경기도 화성시 남양읍 남양리 2060,5242.0
경기도 화성시 남양읍 남양리 2015,1500.0
경기도 화성시 남양읍 남양리 2036,2310.0
경기도 화성시 남양읍 남양리 2042,1504.0
경기도 화성시 남양읍 남양리 2066,1515.0
경기도 화성시 남양읍 남양리 2053,1499.0
경기도 화성시 남양읍 남양리 1865-19,1600.0
경기도 화성시 남양읍 남양리 1865-21,848.0
경기도 화성시 남양읍 남양리 1868,4268.0
경기도 화성시 남양읍 남양리 727-1,219.0
경기도 화성시 송산면 사강리 299-3,9500.0
경기도 화성시 송산면 독지리 173-2,1280.0
경기도 화성시 서신면 전곡리 800,3300.0
경기도 화성시 서신면 장외리 631,14400.0
경기도 화성시 서신면 전곡리 1052,930.0
경기도 화성시 서신면 전곡리 867,962.0
경기도 화성시 서신면 전곡리 920,1443.0
경기도 화성시 서신면 전곡리 1112,11790.0
경기도 화성시 서신면 전곡리 1097,8162.0
경기도 화성시 서신면 전곡리 1091-4,517.0
경기도 화성시 서신면 제부리 40-37,6459.0
경기도 화성시 비봉면 양노리 180-9,569.0
경기도 화성시 비봉면 양노리 705-4,774.0
경기도 화성시 매송면 원평리 579,16250.0
경기도 화성시 매송면 천천리 91-3,2910.0
경기도 화성시 매송면 천천리 185-1,800.0
경기도 화성시 매송면 원평리 537-2,1157.0
경기도 화성시 매송면 원평리 208-1,2000.0
경기도 화성시 남양읍 남양리 2214,47906.0
경기도 화성시 남양읍 남양리 2194,89448.9
경기도 화성시 남양읍 북양리 695,57568.5
경기도 화성시 남양읍 남양리 2255,95046.9
경기도 화성시 남양읍 남양리 2254,11561.8
경기도 화성시 남양읍 남양리 230,12042.1
경기도 화성시 남양읍 남양리 2300-1,16425.5
경기도 화성시 남양읍 남양리 2236,64136.1
경기도 화성시 남양읍 남양리 2203,1572.5
경기도 화성시 남양읍 남양리 2211-1,1589.9
경기도 화성시 남양읍 남양리 2220,1679.5
경기도 화성시 남양읍 남양리 2234,1758.0
경기도 화성시 남양읍 남양리 2276,3554.6
경기도 화성시 남양읍 남양리 2250,1540.5
경기도 화성시 남양읍 남양리 2286,2694.9
경기도 화성시 남양읍 남양리 2301,1502.8
경기도 화성시 남양읍 남양리 2313,2985.9
경기도 화성시 남양읍 남양리 2157,1609.6
경기도 화성시 남양읍 남양리 2264,260.1
경기도 화성시 남양읍 남양리 2271-1,463.5
경기도 화성시 남양읍 남양리 2320-6,1855.0
경기도 화성시 안녕동 190-102,996.0
경기도 화성시 새솔동 113,5073.0
경기도 화성시 새솔동 15,4944.0
경기도 화성시 비봉면 유포리 619,171612.0
경기도 화성시 새솔동 126,36253.9
경기도 화성시 새솔동 99-7,39.0
경기도 화성시 새솔동 101-1,334.4
경기도 화성시 새솔동 51-16,120.3
경기도 화성시 새솔동 52-6,615.8
경기도 화성시 새솔동 58-6,568.4
경기도 화성시 새솔동 54-1,128.6
경기도 화성시 새솔동 57-18,754.9
경기도 화성시 새솔동 57-6,745.6
경기도 화성시 새솔동 60-1,126.3
경기도 화성시 새솔동 84-10,125.9
경기도 화성시 새솔동 85-15,136.0
경기도 화성시 새솔동 89-14,135.0
경기도 화성시 새솔동 88-14,134.8
경기도 화성시 새솔동 57-12,535.7
경기도 화성시 비봉면 양노리 738-54,301.0
경기도 화성시 비봉면 구포리 63-4,2900.0
경기도 화성시 비봉면 구포리 산6-22,1167.0
경기도 화성시 새솔동 27-2,11628.0
경기도 화성시 새솔동 83,84295.4
경기도 파주시 동패동 1766,13449.0
경기도 파주시 야당동 993,18165.0
경기도 파주시 목동동 921,2359.0
경기도 파주시 와동동 1461-1 공,1637.0
경기도 파주시 와동동 1428,270.0
경기도 파주시 야당동 1058,154279.0
경기도 파주시 와동동 1412,860.0
경기도 파주시 야당동 1086,142201.0
경기도 파주시 동패동 1800,137958.0
경기도 파주시 목동동 1083,1969.0
경기도 파주시 선유리 1407,145.0
경기도 파주시 법원읍 가야리 376-12,133.0
경기도 파주시 법원읍 가야리 380-18,3580.0
경기도 파주시 법원읍 가야리 378-1,1579.0
경기도 파주시 법원읍 가야리 378-1,4587.0
경기도 파주시 조리읍 봉일천리 306,2754.6
경기도 파주시 야당동 1039,1599.6
경기도 파주시 와동동 1479,15439.0
경기도 파주시 목동동 717 공,515.0
경기도 파주시 목동동 801,595.0
경기도 파주시 목동동 829,206.0
경기도 파주시 목동동 955,287.0
경기도 파주시 목동동 894 공,1039.0
경기도 파주시 목동동 891 공,606.0
경기도 파주시 목동동 1037,557.0
경기도 파주시 목동동 1037-1 공,531.0
경기도 파주시 목동동 1102,361.0
경기도 파주시 목동동 1121,177.0
경기도 파주시 동패동 1813,691.0
경기도 파주시 동패동 1855,701.0
경기도 파주시 동패동 1850,530.0
경기도 파주시 동패동 1876,304.0
경기도 파주시 동패동 1931,337.0
경기도 파주시 동패동 1869,1098.0
경기도 파주시 동패동 1948,882.0
경기도 파주시 동패동 2013,898.0
경기도 파주시 동패동 1988,804.0
경기도 파주시 동패동 2005,489.0
경기도 파주시 동패동 2046,1105.0
경기도 파주시 동패동 2034,48257.0
경기도 파주시 목동동 639,38536.0
경기도 파주시 목동동 666,89255.0
경기도 파주시 야당동 1022,56866.0
경기도 파주시 와동동 1339,61221.0
경기도 파주시 다율동 896 공,2582.0
경기도 파주시 와동동 1476,47516.0
경기도 파주시 와동동 1348,18942.0
경기도 양주시 옥정동 1108-2,132.0
경기도 성남시 분당구 구미동 87,3620.1
경기도 남양주시 진접읍 금곡리 1119,2498.0
경기도 남양주시 진접읍 금곡리 1092,2877.0
경기도 남양주시 진접읍 금곡리 970,3702.0
경기도 남양주시 진접읍 금곡리 985,4237.0
경기도 남양주시 진접읍 금곡리 1084,5742.0
경기도 남양주시 진접읍 장현리 710-2,1900.0
경기도 남양주시 진접읍 장현리 710-6,2021.0
경기도 남양주시 다산동 3720-2,2681.0
경기도 남양주시 오남읍 양지리 807-5,1507.0
경기도 남양주시 와부읍 덕소리 110-2,1750.0
경기도 남양주시 오남읍 오남리 891-5,1524.0
경기도 남양주시 퇴계원읍 퇴계원리 366-1,2354.0
경기도 남양주시 호평동 264-1,1811.0
경기도 남양주시 다산동 4436-3,1500.0
경기도 남양주시 진접읍 부평리 755,1586.0
경기도 남양주시 진접읍 부평리 759,10026.0
경기도 남양주시 화도읍 마석우리 598-2,1552.0
경기도 남양주시 별내면 청학리 350-4,1545.0
"경기도 남양주시 다산동 4002-27,4002-28",1500.0
경기도 남양주시 다산동 4002-7,1500.0
경기도 남양주시 화도읍 마석우리 551,59924.0
경기도 남양주시 평내동 585-4,1866.0
경기도 남양주시 평내동 592,1116.0
경기도 남양주시 평내동 566,1500.0
경기도 남양주시 평내동 617-5,1510.0
경기도 남양주시 평내동 564-1,2698.0
경기도 남양주시 호평동 614,1730.0
경기도 남양주시 호평동 627-1,1955.0
경기도 남양주시 호평동 675,1968.0
경기도 남양주시 호평동 647,2667.0
경기도 남양주시 평내동 560,14447.0
경기도 남양주시 화도읍 마석우리 346,1530.0
경기도 남양주시 화도읍 마석우리 568,1610.0
경기도 남양주시 화도읍 마석우리 356,1687.0
경기도 남양주시 와부읍 도곡리 1092,1503.0
경기도 남양주시 오남읍 양지리 807-8,11257.0
경기도 남양주시 화도읍 묵현리 95-8,1585.0
경기도 남양주시 오남읍 오남리 732-1,4000.0
경기도 남양주시 화도읍 묵현리 456-8,1587.0
경기도 남양주시 다산동 751,3299.0
"경기도 남양주시 다산동 758, 761, 762, 764",54416.0
경기도 남양주시 진접읍 장현리 90-2,1560.0
경기도 남양주시 진접읍 금곡리 1054-4,1538.0
경기도 남양주시 진접읍 금곡리 1037-18,2157.0
경기도 남양주시 별내면 청학리 411-2,2750.0
경기도 남양주시 별내면 청학리 410,10071.0
경기도 남양주시 별내면 청학리 409-4,1741.0
경기도 남양주시 별내면 청학리 420-2,1501.0
경기도 남양주시 와부읍 덕소리 111-4,2050.0
경기도 남양주시 화도읍 창현리 744,1503.0
경기도 남양주시 화도읍 창현리 770,2001.0
경기도 남양주시 화도읍 창현리 722,3174.0
경기도 가평군 가평읍 읍내리 365-1,3300.0
경기도 가평군 청평면 상천리 1407-2,241538.0
경기도 가평군 가평읍 대곡리 347,108512.0
경기도 가평군 상면 연하리 220,25421.0
경기도 가평군 설악면 선촌리 32-4,44241.0
경기도 가평군 조종면 현리 477-71,1540.0
경기도 가평군 가평읍 달전리 705,1763.7
경기도 가평군 가평읍 읍내리 395-1,23558.0
경기도 가평군 가평읍 대곡리 243-16,3000.0
경기도 가평군 가평읍 대곡리 144-14,1783.0
경기도 가평군 설악면 선촌리 589-1,10168.0
경기도 가평군 청평면 청평리 79-119,1660.0
경기도 가평군 가평읍 읍내리 1054,589.5
경기도 가평군 가평읍 읍내리 1055,1487.3
경기도 가평군 북면 목동리 913-1,43113.0
경기도 용인시 기흥구 중동 862,127568.0
경기도 용인시 처인구 김량장동 산37-16,579879.0
경기도 용인시 처인구 역북동 733,58886.0
경기도 용인시 처인구 김량장동 448-11,11676.0
경기도 용인시 처인구 김량장동 291-1,1820.0
경기도 용인시 처인구 김량장동 320,1654.0
경기도 용인시 처인구 김량장동 340,1556.0
경기도 용인시 처인구 김량장동 351,1653.0
경기도 용인시 처인구 역북동 381-2,1649.0
경기도 용인시 처인구 역북동 419,1650.0
경기도 용인시 처인구 역북동 437,1653.0
경기도 용인시 처인구 김량장동 503-2,1636.0
경기도 용인시 처인구 역북동 725-3,1809.0
경기도 용인시 처인구 모현읍 오산리 325-4,847474.0
경기도 용인시 처인구 역북동 725-2,887.0
경기도 용인시 처인구 모현읍 초부리 산67-6,1307080.0
경기도 용인시 처인구 이동읍 서리 산4-8,202150.0
경기도 용인시 처인구 마평동 758-3,3670.0
경기도 용인시 처인구 역북동 632-50,3389.0
경기도 용인시 처인구 유방동 287-4,2465.0
경기도 용인시 처인구 김량장동 527,306.0
경기도 용인시 처인구 포곡읍 신원리 31-4,3863.0
경기도 용인시 처인구 이동읍 송전리 1228,7208.0
경기도 용인시 처인구 삼가동 187-2,1679.0
경기도 시흥시 장곡동 724-32,1502560.0
경기도 시흥시 정왕동 914,335121.0
경기도 남양주시 와부읍 덕소리 600-31,1501.0
경기도 남양주시 별내면 청학리 475,1463.0
경기도 남양주시 다산동 4002-16,1500.0
"경기도 남양주시 다산동 4002-33,4002-34,4002-35,4002-36",1500.0
경기도 남양주시 퇴계원면 퇴계원리 259-8,1414.0
경기도 남양주시 와부읍 도곡리 1114-2,11898.0
경기도 남양주시 금곡동 656,1762.0
경기도 남양주시 진접읍 장현리 677-2,1509.0
경기도 남양주시 평내동 570-1,29356.0
경기도 남양주시 호평동 620,57710.0
경기도 남양주시 화도읍 창현리 750,2000.0
경기도 남양주시 화도읍 창현리 763,2038.0
경기도 남양주시 화도읍 창현리 756,2204.0
경기도 남양주시 호평동 193-18,3357.0
경기도 남양주시 진건읍 사능리 1-1,281785.0
경기도 남양주시 진건읍 사능리 645-7,1905.0
경기도 남양주시 퇴계원읍 퇴계원리 369-7,2208.0
경기도 남양주시 호평동 458-4,1503.0
경기도 남양주시 와부읍 덕소리 606-15,1500.0
경기도 남양주시 별내면 청학리 419-3,1503.0
경기도 화성시 장지동 963-1,40521.0
경기도 화성시 청계동 543-0,2555.0
경기도 화성시 오산동 998-1,2621.0
경기도 화성시 오산동 972-2,328.0
경기도 화성시 오산동 988-2,328.0
경기도 화성시 오산동 972-1,3802.0
