행정구역,행정구역별(시군구),성별,합계,15세미만,15~19세,20~24세,25~29세,30~34세,35~39세,40~44세,45~49세,50~54세,55~59세,60~64세,65~69세,70~74세,75~79세,80~84세,85세이상
광주광역시,광산구,계,395901,63140,23900,26894,27862,23589,29431,36149,38831,37477,28631,22587,13059,9697,6967,4800,2887
광주광역시,광산구,남자,198146,32420,11983,12635,14773,12089,14818,17755,19479,19257,15133,11734,6337,4371,2959,1645,758
광주광역시,광산구,여자,197755,30720,11917,14259,13089,11500,14613,18394,19352,18220,13498,10853,6722,5326,4008,3155,2129
대전광역시,대전광역시,계,1412576,174849,69060,99031,107711,90102,94957,108351,116470,126301,107905,108883,77097,52023,37671,25586,16579
대전광역시,대전광역시,남자,702284,89886,35467,48044,57876,47909,48580,53807,57725,62602,53729,52912,37074,24419,16673,10206,5375
대전광역시,대전광역시,여자,710292,84963,33593,50987,49835,42193,46377,54544,58745,63699,54176,55971,40023,27604,20998,15380,11204
대전광역시,동구,계,219854,23329,10616,18656,14701,11840,13093,15570,16917,18245,16752,18700,14327,10484,7972,5412,3240
대전광역시,동구,남자,110154,12087,5371,9120,8192,6514,6859,8046,8841,9345,8474,8961,6842,4755,3549,2111,1087
대전광역시,동구,여자,109700,11242,5245,9536,6509,5326,6234,7524,8076,8900,8278,9739,7485,5729,4423,3301,2153
대전광역시,중구,계,219943,23706,9845,12119,15065,11840,12509,16003,17915,19797,17690,18731,15030,11342,8702,5894,3755
대전광역시,중구,남자,107334,12132,5031,5706,7520,6156,6333,7998,9003,9926,8830,9006,6950,5175,3831,2427,1310
대전광역시,중구,여자,112609,11574,4814,6413,7545,5684,6176,8005,8912,9871,8860,9725,8080,6167,4871,3467,2445
대전광역시,서구,계,461043,58602,23465,32654,38213,31013,32047,35832,38480,41373,34103,34019,23496,15338,10565,7100,4743
대전광역시,서구,남자,225887,30159,12058,15393,19772,16022,16177,17405,18413,19977,16585,16275,11320,7257,4700,2869,1505
대전광역시,서구,여자,235156,28443,11407,17261,18441,14991,15870,18427,20067,21396,17518,17744,12176,8081,5865,4231,3238
대전광역시,유성구,계,342892,51607,17058,24285,27782,25937,27650,29362,29379,29752,24120,22128,13901,7969,5430,3794,2738
대전광역시,유성구,남자,173698,26496,8853,12125,15660,13948,14073,14356,14531,14785,12224,11045,6966,3965,2395,1482,794
대전광역시,유성구,여자,169194,25111,8205,12160,12122,11989,13577,15006,14848,14967,11896,11083,6935,4004,3035,2312,1944
대전광역시,대덕구,계,168844,17605,8076,11317,11950,9472,9658,11584,13779,17134,15240,15305,10343,6890,5002,3386,2103
대전광역시,대덕구,남자,85211,9012,4154,5700,6732,5269,5138,6002,6937,8569,7616,7625,4996,3267,2198,1317,679
대전광역시,대덕구,여자,83633,8593,3922,5617,5218,4203,4520,5582,6842,8565,7624,7680,5347,3623,2804,2069,1424
울산광역시,울산광역시,계,1072873,147312,46331,52665,69354,65645,76817,88936,89619,104009,97824,90975,60276,37466,22975,14242,8427
울산광역시,울산광역시,남자,547106,76108,24393,28213,38851,35356,39607,45911,44626,50953,50546,45875,29906,18534,10421,5463,2343
울산광역시,울산광역시,여자,525767,71204,21938,24452,30503,30289,37210,43025,44993,53056,47278,45100,30370,18932,12554,8779,6084
울산광역시,중구,계,204515,25067,8300,9571,12835,11500,13314,15836,16320,19706,19551,19126,13709,8840,5589,3379,1872
울산광역시,중구,남자,102751,13029,4395,5099,7064,6121,6832,8169,8119,9506,9878,9420,6522,4215,2504,1324,554
울산광역시,중구,여자,101764,12038,3905,4472,5771,5379,6482,7667,8201,10200,9673,9706,7187,4625,3085,2055,1318
울산광역시,남구,계,302383,36445,13044,16788,22536,20003,20317,23010,25303,31132,28449,25800,17203,10540,6172,3652,1989
울산광역시,남구,남자,153320,18926,6862,8890,12605,10895,10473,11594,11997,15021,14577,12848,8536,5212,2825,1467,592
울산광역시,남구,여자,149063,17519,6182,7898,9931,9108,9844,11416,13306,16111,13872,12952,8667,5328,3347,2185,1397
울산광역시,동구,계,148177,22031,6308,6329,8451,8707,12263,13586,11792,12083,12212,14138,9276,5537,3006,1585,873
울산광역시,동구,남자,76668,11341,3369,3300,4676,4833,6487,7324,6384,6088,6032,6900,4703,2893,1477,636,225
울산광역시,동구,여자,71509,10690,2939,3029,3775,3874,5776,6262,5408,5995,6180,7238,4573,2644,1529,949,648
울산광역시,북구,계,208988,36877,9176,9436,13099,14367,17873,20321,17614,19668,18446,13880,7799,4596,2887,1813,1136
울산광역시,북구,남자,107180,18978,4764,5132,7323,7516,9012,10466,8836,9418,9888,7387,3983,2226,1331,643,277
울산광역시,북구,여자,101808,17899,4412,4304,5776,6851,8861,9855,8778,10250,8558,6493,3816,2370,1556,1170,859
울산광역시,울주군,계,208810,26892,9503,10541,12433,11068,13050,16183,18590,21420,19166,18031,12289,7953,5321,3813,2557
울산광역시,울주군,남자,107187,13834,5003,5792,7183,5991,6803,8358,9290,10920,10171,9320,6162,3988,2284,1393,695
울산광역시,울주군,여자,101623,13058,4500,4749,5250,5077,6247,7825,9300,10500,8995,8711,6127,3965,3037,2420,1862
세종특별자치시,세종특별자치시,계,353038,71305,17502,15933,19989,25682,33523,37254,32005,26584,19797,18918,13106,8328,5727,4169,3216
세종특별자치시,세종특별자치시,남자,175157,36282,8666,7681,10024,12418,16258,18325,16531,13909,10117,9373,6438,4022,2563,1585,965
세종특별자치시,세종특별자치시,여자,177881,35023,8836,8252,9965,13264,17265,18929,15474,12675,9680,9545,6668,4306,3164,2584,2251
세종특별자치시,세종시,계,353038,71305,17502,15933,19989,25682,33523,37254,32005,26584,19797,18918,13106,8328,5727,4169,3216
세종특별자치시,세종시,남자,175157,36282,8666,7681,10024,12418,16258,18325,16531,13909,10117,9373,6438,4022,2563,1585,965
세종특별자치시,세종시,여자,177881,35023,8836,8252,9965,13264,17265,18929,15474,12675,9680,9545,6668,4306,3164,2584,2251
경기도,경기도,계,12872435,1733658,585201,698492,911143,860213,976778,1092491,1113078,1164514,1021331,956823,645248,422841,321059,223059,146506
경기도,경기도,남자,6418639,887810,297449,330950,479310,445295,498961,554035,562007,579243,516637,477246,313864,198010,141139,89201,47482
경기도,경기도,여자,6453796,845848,287752,367542,431833,414918,477817,538456,551071,585271,504694,479577,331384,224831,179920,133858,99024
경기도,수원시,계,1138380,146040,53789,71433,97619,85966,87205,95837,97397,103084,88938,78345,49805,32055,23711,16148,11008
경기도,수원시,남자,568226,75317,27410,33694,51643,45476,44754,48277,48548,50413,44723,39353,23936,14886,10239,6246,3311
경기도,수원시,여자,570154,70723,26379,37739,45976,40490,42451,47560,48849,52671,44215,38992,25869,17169,13472,9902,7697
경기도,장안구,계,260921,30079,13334,18123,20954,15759,16144,19870,22912,25672,22116,19687,12796,8649,6798,4708,3320
경기도,장안구,남자,130111,15463,6843,9037,11548,8481,8210,9792,11263,12459,11225,9844,6143,3954,2895,1909,1045
경기도,장안구,여자,130810,14616,6491,9086,9406,7278,7934,10078,11649,13213,10891,9843,6653,4695,3903,2799,2275
경기도,권선구,계,352058,45926,15034,19903,28818,26750,28654,30218,28670,31228,28897,26095,16423,10163,7115,4869,3295
경기도,권선구,남자,176163,23616,7734,9323,15076,14062,14882,15665,14603,15076,14383,12986,7985,4812,3158,1815,987
경기도,권선구,여자,175895,22310,7300,10580,13742,12688,13772,14553,14067,16152,14514,13109,8438,5351,3957,3054,2308
경기도,팔달구,계,174359,15869,6791,10848,17127,13972,12259,12697,13775,15635,14389,13914,9859,6665,5074,3365,2120
경기도,팔달구,남자,87217,8143,3386,4932,8979,7613,6624,6639,7015,7801,7289,6962,4614,3037,2217,1318,648
경기도,팔달구,여자,87142,7726,3405,5916,8148,6359,5635,6058,6760,7834,7100,6952,5245,3628,2857,2047,1472
경기도,영통구,계,351042,54166,18630,22559,30720,29485,30148,33052,32040,30549,23536,18649,10727,6578,4724,3206,2273
경기도,영통구,남자,174735,28095,9447,10402,16040,15320,15038,16181,15667,15077,11826,9561,5194,3083,1969,1204,631
경기도,영통구,여자,176307,26071,9183,12157,14680,14165,15110,16871,16373,15472,11710,9088,5533,3495,2755,2002,1642
경기도,성남시,계,879056,103610,38730,47225,66499,63408,65379,70821,74821,79908,69311,68627,48040,32246,23723,15778,10930
경기도,성남시,남자,432225,53077,19715,21537,34294,32723,33116,34870,36779,39704,34279,33569,23055,14924,10537,6445,3601
경기도,성남시,여자,446831,50533,19015,25688,32205,30685,32263,35951,38042,40204,35032,35058,24985,17322,13186,9333,7329
경기도,수정구,계,225470,22355,8105,13128,18426,16731,17011,17327,17307,19579,18882,19426,14239,9598,6783,4077,2496
경기도,수정구,남자,113090,11345,4103,6062,9907,8989,9043,9155,9056,9862,9572,9443,6747,4438,2987,1615,766
경기도,수정구,여자,112380,11010,4002,7066,8519,7742,7968,8172,8251,9717,9310,9983,7492,5160,3796,2462,1730
경기도,중원구,계,202637,19405,7626,11078,16927,15171,14595,14791,15610,18038,17534,18443,12734,8671,6054,3756,2204
경기도,중원구,남자,101535,9946,3876,5050,8908,8222,7841,7775,8119,9116,8641,9078,6089,4061,2672,1472,669
경기도,중원구,여자,101102,9459,3750,6028,8019,6949,6754,7016,7491,8922,8893,9365,6645,4610,3382,2284,1535
경기도,분당구,계,450949,61850,22999,23019,31146,31506,33773,38703,41904,42291,32895,30758,21067,13977,10886,7945,6230
경기도,분당구,남자,217600,31786,11736,10425,15479,15512,16232,17940,19604,20726,16066,15048,10219,6425,4878,3358,2166
경기도,분당구,여자,233349,30064,11263,12594,15667,15994,17541,20763,22300,21565,16829,15710,10848,7552,6008,4587,4064
경기도,의정부시,계,441497,52385,19565,25763,32375,27519,30708,34082,36860,40931,37009,35189,24225,16808,13403,9223,5452
경기도,의정부시,남자,216007,27133,9910,11688,16381,13941,15620,17380,18156,19915,18205,17339,11461,7586,5732,3717,1843
경기도,의정부시,여자,225490,25252,9655,14075,15994,13578,15088,16702,18704,21016,18804,17850,12764,9222,7671,5506,3609
경기도,안양시,계,522779,60553,24511,29897,38280,36924,37283,39194,43374,48693,44538,44157,29288,18067,13003,8870,6147
경기도,안양시,남자,256397,31086,12517,13960,19771,18990,19162,19440,21016,23312,21690,21439,14451,8644,5674,3435,1810
경기도,안양시,여자,266382,29467,11994,15937,18509,17934,18121,19754,22358,25381,22848,22718,14837,9423,7329,5435,4337
경기도,만안구,계,229051,22639,9190,13397,17855,16292,15942,15969,17052,20804,20718,21150,14496,9317,6842,4488,2900
경기도,만안구,남자,113597,11600,4705,6283,9358,8558,8442,8344,8562,9903,10230,10287,7099,4513,3037,1793,883
경기도,만안구,여자,115454,11039,4485,7114,8497,7734,7500,7625,8490,10901,10488,10863,7397,4804,3805,2695,2017
경기도,동안구,계,293728,37914,15321,16500,20425,20632,21341,23225,26322,27889,23820,23007,14792,8750,6161,4382,3247
경기도,동안구,남자,142800,19486,7812,7677,10413,10432,10720,11096,12454,13409,11460,11152,7352,4131,2637,1642,927
경기도,동안구,여자,150928,18428,7509,8823,10012,10200,10621,12129,13868,14480,12360,11855,7440,4619,3524,2740,2320
경기도,부천시,계,773504,84703,32479,43476,60042,53797,56046,59252,61829,70858,69684,69814,45015,27293,18484,12422,8310
경기도,부천시,남자,380098,43465,16435,20242,30943,27513,28845,29936,30755,33841,33631,34083,21926,13169,8172,4648,2494
경기도,부천시,여자,393406,41238,16044,23234,29099,26284,27201,29316,31074,37017,36053,35731,23089,14124,10312,7774,5816
경기도,광명시,계,281227,35910,14056,14959,17974,18232,20630,23325,25152,25473,22125,22438,15900,10076,7069,4732,3176
경기도,광명시,남자,137409,18267,7239,6971,9336,9327,10354,11401,12443,12463,11030,10596,7592,4750,2999,1751,890
경기도,광명시,여자,143818,17643,6817,7988,8638,8905,10276,11924,12709,13010,11095,11842,8308,5326,4070,2981,2286
경기도,평택시,계,532081,76253,23081,29044,41058,39834,43317,46934,46189,47247,39600,34811,22873,15304,11961,8859,5716
경기도,평택시,남자,274424,38871,11724,14438,22935,22065,23198,25206,24306,24493,20880,17791,11150,7043,5071,3440,1813
경기도,평택시,여자,257657,37382,11357,14606,18123,17769,20119,21728,21883,22754,18720,17020,11723,8261,6890,5419,3903
경기도,동두천시,계,87709,9768,3769,4548,5367,4522,5083,6000,7109,8004,7574,7745,5577,4367,3764,2911,1601
경기도,동두천시,남자,43556,4929,1886,2258,2934,2402,2608,3059,3663,4221,3949,3854,2646,1898,1544,1139,566
경기도,동두천시,여자,44153,4839,1883,2290,2433,2120,2475,2941,3446,3783,3625,3891,2931,2469,2220,1772,1035
경기도,안산시,계,628346,69505,30331,43159,54197,42488,41330,46600,55085,65749,59144,49406,27460,16821,12375,8767,5929
경기도,안산시,남자,318570,35662,15321,20776,28996,23298,22125,24121,27485,32210,30593,25992,13861,7978,5198,3205,1749
경기도,안산시,여자,309776,33843,15010,22383,25201,19190,19205,22479,27600,33539,28551,23414,13599,8843,7177,5562,4180
경기도,상록구,계,336836,36781,16425,23966,29331,21539,21339,24520,29598,35650,31746,26332,14634,9182,7242,5124,3427
경기도,상록구,남자,170137,18796,8289,11522,15832,11817,11330,12649,14711,17432,16422,13801,7338,4298,2987,1862,1051
경기도,상록구,여자,166699,17985,8136,12444,13499,9722,10009,11871,14887,18218,15324,12531,7296,4884,4255,3262,2376
경기도,단원구,계,291510,32724,13906,19193,24866,20949,19991,22080,25487,30099,27398,23074,12826,7639,5133,3643,2502
경기도,단원구,남자,148433,16866,7032,9254,13164,11481,10795,11472,12774,14778,14171,12191,6523,3680,2211,1343,698
경기도,단원구,여자,143077,15858,6874,9939,11702,9468,9196,10608,12713,15321,13227,10883,6303,3959,2922,2300,1804
경기도,고양시,계,1016185,124873,46666,54555,72152,65115,70877,80199,90355,100591,88467,78079,49418,32101,27188,21106,14443
경기도,고양시,남자,492737,63850,23541,25203,36232,32264,35240,38771,43456,48368,43550,39368,24352,14273,11228,8146,4895
경기도,고양시,여자,523448,61023,23125,29352,35920,32851,35637,41428,46899,52223,44917,38711,25066,17828,15960,12960,9548
경기도,덕양구,계,456205,56552,18293,22904,31699,31349,34861,37037,38142,41885,38676,35648,23959,15891,13261,9792,6256
경기도,덕양구,남자,223369,28918,9167,10831,16121,15595,17682,18519,18963,20438,19181,17828,11600,7124,5496,3843,2063
경기도,덕양구,여자,232836,27634,9126,12073,15578,15754,17179,18518,19179,21447,19495,17820,12359,8767,7765,5949,4193
경기도,일산동구,계,280327,32583,13257,15883,21614,17701,18429,21762,25890,29200,25110,21598,13003,8182,6773,5376,3966
경기도,일산동구,남자,134967,16790,6718,7084,10630,8688,9048,10246,12219,13901,12278,10919,6553,3642,2816,2086,1349
경기도,일산동구,여자,145360,15793,6539,8799,10984,9013,9381,11516,13671,15299,12832,10679,6450,4540,3957,3290,2617
경기도,일산서구,계,279653,35738,15116,15768,18839,16065,17587,21400,26323,29506,24681,20833,12456,8028,7154,5938,4221
경기도,일산서구,남자,134401,18142,7656,7288,9481,7981,8510,10006,12274,14029,12091,10621,6199,3507,2916,2217,1483
경기도,일산서구,여자,145252,17596,7460,8480,9358,8084,9077,11394,14049,15477,12590,10212,6257,4521,4238,3721,2738
경기도,과천시,계,64626,8959,2963,3481,4276,4425,4820,4746,5008,6057,5577,5067,3355,2132,1628,1186,946
경기도,과천시,남자,31561,4651,1500,1670,2164,2211,2412,2362,2423,2802,2752,2478,1655,976,714,481,310
경기도,과천시,여자,33065,4308,1463,1811,2112,2214,2408,2384,2585,3255,2825,2589,1700,1156,914,705,636
경기도,구리시,계,183546,22173,8163,10205,13189,11349,13035,14861,15575,17508,16140,15103,9987,6291,4832,3247,1888
경기도,구리시,남자,90194,11410,4172,4693,6747,5686,6564,7521,7653,8320,8067,7467,4923,2915,2109,1326,621
경기도,구리시,여자,93352,10763,3991,5512,6442,5663,6471,7340,7922,9188,8073,7636,5064,3376,2723,1921,1267
경기도,남양주시,계,691984,101850,33771,35285,40656,36814,49478,62793,63708,63217,53608,50088,36652,25129,19064,12446,7425
경기도,남양주시,남자,341370,52411,17169,16587,20958,18398,23905,30994,32122,31723,27316,24506,17370,11738,8522,5208,2443
경기도,남양주시,여자,350614,49439,16602,18698,19698,18416,25573,31799,31586,31494,26292,25582,19282,13391,10542,7238,4982
경기도,오산시,계,224058,35008,10770,12301,16849,16755,20604,22587,20354,18584,14721,13067,8411,5540,4173,2726,1608
경기도,오산시,남자,115119,17943,5403,5959,9288,9095,10950,11965,10709,9619,7672,6517,4057,2562,1764,1082,534
경기도,오산시,여자,108939,17065,5367,6342,7561,7660,9654,10622,9645,8965,7049,6550,4354,2978,2409,1644,1074
경기도,시흥시,계,494834,73026,22348,27308,35901,35183,42465,46139,44387,47284,40597,32892,18694,11251,8113,5694,3552
경기도,시흥시,남자,255684,37133,11376,13391,19539,18718,22442,24855,23652,24000,21588,17549,9495,5380,3491,2070,1005
경기도,시흥시,여자,239150,35893,10972,13917,16362,16465,20023,21284,20735,23284,19009,15343,9199,5871,4622,3624,2547
경기도,군포시,계,257711,30498,12234,14406,18974,18007,18228,19621,21723,23979,22128,21709,13369,8383,6344,4683,3425
경기도,군포시,남자,126790,15683,6257,6701,9901,9453,9405,9736,10603,11449,10813,10567,6571,4007,2675,1803,1166
경기도,군포시,여자,130921,14815,5977,7705,9073,8554,8823,9885,11120,12530,11315,11142,6798,4376,3669,2880,2259
경기도,의왕시,계,155917,19016,6528,9177,11442,10862,11001,11167,12031,14546,14042,13814,8869,5209,3724,2606,1883
경기도,의왕시,남자,76939,9796,3291,4244,6090,5558,5696,5657,5865,6773,6832,6829,4491,2542,1685,1031,559
경기도,의왕시,여자,78978,9220,3237,4933,5352,5304,5305,5510,6166,7773,7210,6985,4378,2667,2039,1575,1324
경기도,하남시,계,299164,46364,10889,13008,20744,22785,27886,29543,24258,22935,20504,21487,15779,10228,6308,3844,2602
경기도,하남시,남자,148536,23659,5477,5900,10170,11394,14089,15150,12704,11452,10058,10305,7619,5180,3060,1555,764
경기도,하남시,여자,150628,22705,5412,7108,10574,11391,13797,14393,11554,11483,10446,11182,8160,5048,3248,2289,1838
경기도,용인시,계,1019066,152459,51612,57860,64430,59873,75822,92466,96033,92918,71157,62803,47494,35555,28372,18646,11566
경기도,용인시,남자,502067,77914,26332,27020,33721,29882,37305,45081,47621,46337,36306,30841,21899,15969,12994,8501,4344
경기도,용인시,여자,516999,74545,25280,30840,30709,29991,38517,47385,48412,46581,34851,31962,25595,19586,15378,10145,7222
경기도,처인구,계,246120,31918,10875,15202,17120,14666,17743,20451,21208,21950,19854,18900,13354,8640,6577,4495,3167
경기도,처인구,남자,125341,16325,5683,7495,9488,7919,9272,10614,11147,11102,10186,9616,6570,4148,2922,1805,1049
경기도,처인구,여자,120779,15593,5192,7707,7632,6747,8471,9837,10061,10848,9668,9284,6784,4492,3655,2690,2118
경기도,기흥구,계,418052,64415,21277,23482,26109,24154,31207,38728,40223,38750,28431,24524,18745,14320,11509,7569,4609
경기도,기흥구,남자,204816,33029,10847,10881,13679,11933,15225,18770,19697,19207,14417,11790,8508,6302,5267,3457,1807
경기도,기흥구,여자,213236,31386,10430,12601,12430,12221,15982,19958,20526,19543,14014,12734,10237,8018,6242,4112,2802
경기도,수지구,계,354894,56126,19460,19176,21201,21053,26872,33287,34602,32218,22872,19379,15395,12595,10286,6582,3790
경기도,수지구,남자,171910,28560,9802,8644,10554,10030,12808,15697,16777,16028,11703,9435,6821,5519,4805,3239,1488
경기도,수지구,여자,182984,27566,9658,10532,10647,11023,14064,17590,17825,16190,11169,9944,8574,7076,5481,3343,2302
경기도,파주시,계,448563,68115,21020,21559,28348,29169,35305,38937,39452,39598,33165,30697,20953,14844,12497,9084,5820
경기도,파주시,남자,224245,34745,10715,10543,14715,14822,18351,19873,19987,20408,17104,15374,10080,6709,5330,3548,1941
경기도,파주시,여자,224318,33370,10305,11016,13633,14347,16954,19064,19465,19190,16061,15323,10873,8135,7167,5536,3879
경기도,이천시,계,208041,28655,9462,11205,14725,13829,15352,16624,16940,17947,16356,16240,11053,7001,5600,4227,2825
경기도,이천시,남자,106168,14766,4917,5594,8172,7376,8091,8597,8704,9172,8474,8261,5619,3308,2509,1687,921
경기도,이천시,여자,101873,13889,4545,5611,6553,6453,7261,8027,8236,8775,7882,7979,5434,3693,3091,2540,1904
경기도,안성시,계,180373,21761,7729,10536,11347,10179,12026,14358,14697,15926,14616,15345,11073,7422,5793,4484,3081
경기도,안성시,남자,92305,11186,3987,5149,6479,5580,6482,7663,7760,8339,7647,7748,5476,3544,2520,1764,981
경기도,안성시,여자,88068,10575,3742,5387,4868,4599,5544,6695,6937,7587,6969,7597,5597,3878,3273,2720,2100
경기도,김포시,계,462447,80386,19111,19134,26629,30407,43183,48313,40393,35582,30881,29825,21740,14786,10733,6899,4445
경기도,김포시,남자,229433,41009,9601,9155,13225,14607,21296,24604,21262,17999,15562,14616,10236,7028,4885,2864,1484
경기도,김포시,여자,233014,39377,9510,9979,13404,15800,21887,23709,19131,17583,15319,15209,11504,7758,5848,4035,2961
경기도,화성시,계,844967,155437,39743,39812,58014,66213,81777,89206,76075,66311,51200,44861,29663,18451,13016,9059,6129
경기도,화성시,남자,433972,79289,20027,18959,31971,34697,41968,46724,40361,35058,27192,22877,14607,8869,5842,3636,1895
경기도,화성시,여자,410995,76148,19716,20853,26043,31516,39809,42482,35714,31253,24008,21984,15056,9582,7174,5423,4234
경기도,광주시,계,367431,49848,14596,17321,23006,23587,30446,33204,31521,32744,29579,29513,20742,13109,9027,5639,3549
경기도,광주시,남자,185635,25418,7432,8397,12146,12134,15705,17504,16463,16514,14886,14543,10310,6385,4291,2364,1143
경기도,광주시,여자,181796,24430,7164,8924,10860,11453,14741,15700,15058,16230,14693,14970,10432,6724,4736,3275,2406
경기도,양주시,계,222945,31551,10817,11468,13002,12367,14980,18240,20230,19945,17688,17235,12555,8635,6979,4531,2722
경기도,양주시,남자,111781,16038,5520,5566,6875,6384,7569,9155,10464,10170,9267,8622,6092,4061,3182,1871,945
경기도,양주시,여자,111164,15513,5297,5902,6127,5983,7411,9085,9766,9775,8421,8613,6463,4574,3797,2660,1777
경기도,포천시,계,136876,13330,5474,7385,8388,7007,6927,8282,10409,13022,14051,14889,9792,6216,5140,4004,2560
경기도,포천시,남자,71122,6920,2792,3856,4802,3873,3779,4370,5469,6866,7623,7886,5187,3017,2234,1585,863
경기도,포천시,여자,65754,6410,2682,3529,3586,3134,3148,3912,4940,6156,6428,7003,4605,3199,2906,2419,1697
경기도,여주시,계,104400,11125,4056,4946,5646,4958,5696,7088,7841,9272,9713,10512,8412,5188,4347,3374,2226
경기도,여주시,남자,52772,5766,2051,2460,3127,2726,2892,3653,4031,4767,5051,5297,4246,2628,1949,1390,738
경기도,여주시,여자,51628,5359,2005,2486,2519,2232,2804,3435,3810,4505,4662,5215,4166,2560,2398,1984,1488
경기도,연천군,계,39307,3946,1286,1745,2369,1996,1845,2079,2409,2958,3565,4169,3341,2456,2177,1819,1147
경기도,연천군,남자,20287,2004,699,1032,1470,1162,1004,1089,1333,1568,1913,2136,1707,1153,936,681,400
경기도,연천군,여자,19020,1942,587,713,899,834,841,990,1076,1390,1652,2033,1634,1303,1241,1138,747
경기도,가평군,계,55867,5092,1843,2352,2832,2423,2634,3218,3812,4639,5405,6419,5307,3196,2931,2184,1580
경기도,가평군,남자,28470,2557,1007,1275,1651,1355,1374,1694,2038,2385,2840,3240,2704,1530,1363,912,545
경기도,가평군,여자,27397,2535,836,1077,1181,1068,1260,1524,1774,2254,2565,3179,2603,1666,1568,1272,1035
경기도,양평군,계,109548,11459,3809,3939,4813,4220,5410,6775,8051,9004,10248,12477,10406,6681,5580,3861,2815
경기도,양평군,남자,54540,5855,2026,2032,2634,2185,2660,3327,4176,4582,5144,6203,5090,3358,2690,1670,908
경기도,양평군,여자,55008,5604,1783,1907,2179,2035,2750,3448,3875,4422,5104,6274,5316,3323,2890,2191,1907
강원도,강원도,계,1452031,163712,58554,74267,81289,73057,83372,98514,111229,127956,125728,142625,106391,66433,61466,47210,30228
강원도,강원도,남자,725800,84038,30264,39856,45225,38712,42866,49699,56961,65686,63882,70827,52735,30924,26642,18463,9020
강원도,강원도,여자,726231,79674,28290,34411,36064,34345,40506,48815,54268,62270,61846,71798,53656,35509,34824,28747,21208
강원도,춘천시,계,271817,33351,12103,16775,18078,15736,17443,19442,20854,23581,21672,23014,17170,9921,9885,7713,5079
강원도,춘천시,남자,133214,17182,6179,8326,9660,8099,8802,9584,10199,11797,10731,11027,8317,4441,4232,3032,1606
강원도,춘천시,여자,138603,16169,5924,8449,8418,7637,8641,9858,10655,11784,10941,11987,8853,5480,5653,4681,3473
강원도,원주시,계,342994,44624,15866,19437,22446,20746,23297,26490,28520,31036,28414,28900,19446,10910,9850,7938,5074
강원도,원주시,남자,169223,22799,8128,9701,11869,10538,11745,12991,13949,15419,14216,14329,9647,5039,4248,3085,1520
강원도,원주시,여자,173771,21825,7738,9736,10577,10208,11552,13499,14571,15617,14198,14571,9799,5871,5602,4853,3554
강원도,강릉시,계,206957,21294,9425,13881,12030,9419,11078,13945,16495,18060,17233,19651,14868,10076,8823,6444,4235
강원도,강릉시,남자,103184,11037,4977,7659,6883,5114,5652,7044,8424,9141,8568,9396,6987,4626,3865,2522,1289
강원도,강릉시,여자,103773,10257,4448,6222,5147,4305,5426,6901,8071,8919,8665,10255,7881,5450,4958,3922,2946
강원도,동해시,계,84741,10444,3639,3224,4076,3651,4836,6394,7339,7960,7175,8030,6237,4128,3563,2468,1577
강원도,동해시,남자,42773,5386,1909,1864,2302,1989,2524,3202,3909,4123,3697,3896,3010,1959,1532,1014,457
강원도,동해시,여자,41968,5058,1730,1360,1774,1662,2312,3192,3430,3837,3478,4134,3227,2169,2031,1454,1120
강원도,태백시,계,39063,4092,1435,1280,1456,1373,1932,2839,3180,3562,3442,4264,3493,2562,2087,1379,687
강원도,태백시,남자,19656,2118,726,738,810,733,1004,1443,1745,1952,1820,2140,1699,1127,901,519,181
강원도,태백시,여자,19407,1974,709,542,646,640,928,1396,1435,1610,1622,2124,1794,1435,1186,860,506
강원도,속초시,계,78070,9051,3036,3118,4148,4087,4675,5586,6207,7504,7079,7754,5656,3530,3088,2148,1403
강원도,속초시,남자,38733,4613,1574,1752,2328,2284,2428,2816,3072,3677,3558,3735,2795,1582,1305,817,397
강원도,속초시,여자,39337,4438,1462,1366,1820,1803,2247,2770,3135,3827,3521,4019,2861,1948,1783,1331,1006
강원도,삼척시,계,60053,5770,2042,3615,2705,2277,2835,3614,4427,5181,5253,6382,4947,3573,3175,2439,1818
강원도,삼척시,남자,30564,2944,1043,2178,1622,1231,1514,1912,2461,2857,2765,3207,2450,1684,1307,872,517
강원도,삼척시,여자,29489,2826,999,1437,1083,1046,1321,1702,1966,2324,2488,3175,2497,1889,1868,1567,1301
강원도,홍천군,계,62762,5779,1961,2243,2821,2592,2828,3376,4058,5196,6205,7991,6162,3528,3269,2854,1899
강원도,홍천군,남자,31959,2916,996,1260,1685,1440,1497,1775,2170,2708,3259,4075,3257,1784,1434,1142,561
강원도,홍천군,여자,30803,2863,965,983,1136,1152,1331,1601,1888,2488,2946,3916,2905,1744,1835,1712,1338
강원도,횡성군,계,42146,3468,1228,1415,1591,1389,1694,2035,2455,3596,4260,5786,4619,2676,2472,2082,1380
강원도,횡성군,남자,21352,1824,635,759,896,739,865,1097,1341,1856,2182,2984,2394,1383,1122,882,393
강원도,횡성군,여자,20794,1644,593,656,695,650,829,938,1114,1740,2078,2802,2225,1293,1350,1200,987
강원도,영월군,계,34210,2645,1046,994,1141,1117,1373,1681,2306,3094,3548,4383,3595,2315,2165,1762,1045
강원도,영월군,남자,17537,1395,546,570,665,610,732,878,1223,1699,1938,2295,1891,1115,946,696,338
